Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_CPC_UTCL2IU_BUSY,CPC_CPC_UTCL2IU_IDLE,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,18,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37092594,2967159985,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,367286826,37785780,0,0,378703779,39062603,0,0,380237886,39166775,0,0,382469835,39466397,0,0,384386035,38753494,0,0,380911961,38926482,0,0,403959562,40145457,0,0,389792838,39652118,0,0,365644598,37310383,0,0,378750678,38544722,0,0,380339836,38602527,0,0,382597556,38990147,0,0,384158659,38364375,0,0,380815946,38529858,0,0,403454619,39928004,0,0,389262807,39447114,0,6212,16757590,77,12434859,0,2071936705682427,2072010295929042,2072010297498603,2071936708072691
11,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,22,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37093145,2967250937,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,367184961,37587922,0,0,379022023,38783431,0,0,380351444,38913189,0,0,382415536,39247368,0,0,384983188,38578769,0,0,380641338,38775750,0,0,404137764,40012911,0,0,389333798,39565913,0,0,365387698,37684242,0,0,378899497,38989444,0,0,380137133,39028937,0,0,382307891,39369556,0,0,384815496,38456393,0,0,380507881,38583021,0,0,403922486,40107210,0,0,389048028,39663448,0,6532,16814218,0,12483727,0,2071936709108533,2072010297541146,2072010299111508,2071936711587658
12,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,26,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37074088,2967334029,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,408357405,34678296,0,0,419999348,35640016,0,0,420791283,35747554,0,0,422399290,36074736,0,0,430915232,35610211,0,0,427048871,35645565,0,0,449156774,37016621,0,0,434498470,36511826,0,0,410317287,34387847,0,0,423609202,35500046,0,0,424220028,35650396,0,0,426126868,35906634,0,0,425814677,35784826,0,0,421630187,35827191,0,0,445007677,37207101,0,0,430533977,36685225,0,6179,17187500,77,12881628,0,2071936712467429,2072010299153690,2072010300689881,2071936714908970
13,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,30,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37110384,2967382130,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,363661909,37809607,0,0,375963602,38896125,0,0,376758186,39019693,0,0,379005379,39455620,0,0,381744820,38597105,0,0,377924899,38911195,0,0,400522199,40183278,0,0,385895387,39685127,0,0,362254487,37789648,0,0,376114016,39092808,0,0,376705989,39215265,0,0,378894381,39613506,0,0,381534604,38903705,0,0,377748108,38946379,0,0,400429075,40382882,0,0,385722440,39669618,0,6534,16934409,0,12481644,0,2071936715840077,2072010300731984,2072010302227595,2071936718390047
14,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,34,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37092324,2967288433,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,432514340,36561067,0,0,443674951,37676064,0,0,447257300,37915001,0,0,448998831,38034277,0,0,455064560,37610296,0,0,451762069,37811713,0,0,473138330,38799393,0,0,457979481,38455884,0,0,436716691,36165862,0,0,449969740,37417783,0,0,448659449,37305309,0,0,450965033,37778576,0,0,447704770,37119601,0,0,444965472,37345660,0,0,470059334,38712687,0,0,455173829,38140232,0,6471,17241690,77,12921991,0,2071936719288736,2072010302268816,2072010303751608,2071936721639332
15,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,38,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37070137,2967304097,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,425820480,34775090,0,0,437610530,35912452,0,0,438613418,35989390,0,0,440749310,36375944,0,0,434720586,35822515,0,0,430602432,35915315,0,0,453111969,37167245,0,0,437627772,36639190,0,0,417377979,34697122,0,0,430190906,35850099,0,0,429935322,35845837,0,0,431349368,36292514,0,0,439486268,35687782,0,0,435737309,35960274,0,0,458978063,37203644,0,0,443490434,36689160,0,6408,17191029,0,12875408,0,2071936722495158,2072010303793110,2072010305237205,2071936724936268
16,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,42,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37048677,2966788217,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,351204635,37964340,0,0,362952557,39267775,0,0,363657950,39303621,0,0,365796812,39513612,0,0,368070703,38937189,0,0,364149046,39113559,0,0,386477515,40322302,0,0,372463205,39931687,0,0,349491832,37830217,0,0,362927237,39029160,0,0,363521250,39002830,0,0,365765393,39498185,0,0,368033893,38765119,0,0,364078543,38989577,0,0,386237707,40389396,0,0,372203023,39707914,0,6528,16915546,77,12495432,0,2071936725907243,2072010305277584,2072010306719957,2071936728400840
17,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,46,1680,1680,303104,256,64000,0,128,352,112,64,0x0,0x7e0d18e17980,56983552,37108184,2967140506,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,445601734,37529775,0,0,457353677,38652367,0,0,450964229,38742636,0,0,451146033,39034185,0,0,464153760,38445189,0,0,459860844,38551108,0,0,475649578,39876351,0,0,461352254,39420118,0,0,448460063,37530781,0,0,460731102,38612928,0,0,454124511,38684193,0,0,455551378,39041031,0,0,466019508,38357088,0,0,461468762,38571461,0,0,474252195,39826988,0,0,458354589,39264642,0,6466,17253460,0,12935505,0,2071936729293110,2072010306760617,2072010308177312,2071936731682373
18,matmul_kernel.kd,2,0,49,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,115344197,9225089963,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,3290954092,93838538,0,0,3626605338,102338801,0,0,3434320781,97261003,0,0,3552434438,100982512,0,0,3654281624,99321183,0,0,4049512815,105396807,0,0,3867224864,103696559,0,0,3859107305,104460866,0,0,3280942790,94895760,0,0,3625851163,104433138,0,0,3432988830,97289746,0,0,3551501073,102204313,0,0,3655788127,100062845,0,0,4050892068,106586308,0,0,3866490983,103206566,0,0,3858795272,104200631,0,1615,36551242,0,27840186,0,2071937036323256,2072010612362091,2072010615035804,2071937039710946
19,matmul_kernel.kd,2,0,50,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,118122662,9448523039,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,912.0,285212672.0,0,1332767397,56495065,0,0,1382183353,59223395,0,0,1379571905,58226888,0,0,1390240527,59798554,0,0,1405172609,60196000,0,0,1383856549,59485540,0,0,1481054957,63089644,0,0,1417668920,61228156,0,0,1323584341,56271823,0,0,1381077496,59017622,0,0,1378582430,58373076,0,0,1389896013,59660043,0,0,1407186505,59605536,0,0,1385631671,58939162,0,0,1483857651,62388281,0,0,1420526616,60673545,0,2166,27106173,6941,20937376,0,2071937037188956,2072010615035804,2072010618185821,2071937043099747
20,matmul_kernel.kd,2,0,53,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117125653,9366988864,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,2356235073,76246984,0,0,2507975616,81553173,0,0,2444927813,78864264,0,0,2496047983,82166154,0,0,2547780755,80448179,0,0,2635468080,81013731,0,0,2691296681,83603511,0,0,2630334334,83768185,0,0,2354615912,77508924,0,0,2519553471,82894196,0,0,2453740125,79915564,0,0,2505417339,84662936,0,0,2538221212,81385641,0,0,2627151653,81854960,0,0,2674604879,84859626,0,0,2613803380,84297927,0,9673,29483385,0,22373234,0,2071937043909354,2072010618271708,2072010621154129,2071937047205258
21,matmul_kernel.kd,2,0,57,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117878832,9428555347,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1669701541,79165491,0,0,1743499855,85433147,0,0,1732147649,81570921,0,0,1752055911,84966847,0,0,1765538359,82400241,0,0,1750963882,82685775,0,0,1856939639,85114128,0,0,1793924504,85720161,0,0,1660777325,78485743,0,0,1743456824,84784123,0,0,1732679029,82150062,0,0,1753809247,86317428,0,0,1766505851,82259028,0,0,1752034839,82154376,0,0,1856254290,84439820,0,0,1793656640,83240957,0,8541,26923296,77,20640096,0,2071937047929779,2072010621221068,2072010623919458,2071937051157732
22,matmul_kernel.kd,2,0,61,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117813522,9424435443,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1821145963,73781433,0,0,1906370036,78834758,0,0,1890403944,77380979,0,0,1910344597,79830844,0,0,1929111538,78458041,0,0,1922563073,78341842,0,0,2025504148,81827114,0,0,1959914687,80788886,0,0,1815331736,72284694,0,0,1909703466,77816927,0,0,1890161378,75515638,0,0,1912418638,78565297,0,0,1927331546,77949412,0,0,1921923882,77534211,0,0,2026593242,80448210,0,0,1960332519,79875636,0,8814,27405407,0,21150644,0,2071937051897346,2072010623978546,2072010626728852,2071937055215592
23,matmul_kernel.kd,2,0,65,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117843062,9425694089,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1788981442,78316586,0,0,1867746800,84523673,0,0,1857441148,81402459,0,0,1879085843,84747661,0,0,1900176884,81962083,0,0,1890938908,82289550,0,0,1983054908,85133098,0,0,1920013083,85061293,0,0,1785430237,77837207,0,0,1874198230,84291458,0,0,1860778585,81506765,0,0,1884426426,85644265,0,0,1901989531,82860837,0,0,1893085561,82820710,0,0,1992763119,85116067,0,0,1931206723,85242652,0,8621,27385906,77,21007722,0,2071937055966252,2072010626785857,2072010629439300,2071937059314884
24,matmul_kernel.kd,2,0,69,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117851217,9426265423,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1750943419,101285511,0,0,1828842368,108556159,0,0,1810476539,101858201,0,0,1829887237,104469068,0,0,1852307155,103957241,0,0,1839969177,103979345,0,0,1939758238,107221444,0,0,1877246016,107159061,0,0,1739473031,100920793,0,0,1828128461,107448966,0,0,1808236068,102343307,0,0,1832230057,105739568,0,0,1852855368,103975483,0,0,1839976712,102875997,0,0,1935484564,105266002,0,0,1872936758,106582730,0,8740,27610172,0,20922736,0,2071937060107316,2072010629493460,2072010632053886,2071937063602905
25,matmul_kernel.kd,2,0,73,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117828945,9423383844,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1823789389,128147284,0,0,1908925647,135346279,0,0,1870070649,127208953,0,0,1891815091,128555052,0,0,1935820919,138556423,0,0,1927164322,138051309,0,0,2010887701,133006253,0,0,1945549128,132195851,0,0,1818431824,138891070,0,0,1916099859,146779262,0,0,1878326457,135361485,0,0,1904659666,138836948,0,0,1936537034,139681552,0,0,1929011934,139296619,0,0,2009992169,132138980,0,0,1943949466,134239154,0,8674,27801096,77,20993778,0,2071937064327135,2072010632107405,2072010634674200,2071937067843515
26,matmul_kernel.kd,2,0,77,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117888901,9429266063,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1773752905,85604250,0,0,1846977695,91318863,0,0,1834869654,89006245,0,0,1852687796,90817897,0,0,1871521656,90699942,0,0,1856848552,90624401,0,0,1956245725,93020979,0,0,1891990305,92801937,0,0,1758349234,85568558,0,0,1839703020,90902000,0,0,1831312804,89043480,0,0,1850667119,92143917,0,0,1861666962,88672040,0,0,1847172634,88357893,0,0,1954268315,91453035,0,0,1888154896,91255950,0,9511,27693185,0,21477604,0,2071937068656828,2072010634725676,2072010637257900,2071937072134451
27,matmul_kernel.kd,2,0,81,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117866448,9427760244,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1775029836,82620435,0,0,1848952108,88378671,0,0,1836275631,84631962,0,0,1858384420,86966300,0,0,1870779831,86626455,0,0,1853901630,87300581,0,0,1958637963,89814894,0,0,1896127712,89666919,0,0,1765399661,83689713,0,0,1847640889,89390088,0,0,1832511532,86951408,0,0,1852614966,90364995,0,0,1872849788,88320133,0,0,1855166340,88083128,0,0,1960391987,91136300,0,0,1895853331,90830296,0,9154,27336081,77,20989720,0,2071937072882036,2072010637310178,2072010639767491,2071937076175336
28,matmul_kernel.kd,2,0,85,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117819393,9423149805,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1851043781,75258815,0,0,1933978862,80957129,0,0,1916548839,79114712,0,0,1939000870,81527442,0,0,1958629481,80322349,0,0,1949552198,79992693,0,0,2054293837,83373800,0,0,1991236284,83889414,0,0,1840748996,75515998,0,0,1932847062,81400602,0,0,1922797147,78363850,0,0,1946825719,82425941,0,0,1967496479,80628341,0,0,1957784746,80626563,0,0,2053998191,83467691,0,0,1990710082,83242234,0,9003,27444583,0,21036206,0,2071937076958965,2072010639818366,2072010642301678,2071937080246826
29,matmul_kernel.kd,2,0,89,1680,1680,1048576,256,16384,0,16,128,48,64,0x0,0x7e4d66008600,176160768,117855947,9427050275,65536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,285212672.0,0,1792974408,78235303,0,0,1872726969,83421569,0,0,1859228657,80238849,0,0,1880864107,82934594,0,0,1892974864,82178386,0,0,1883365440,82151212,0,0,1985466767,84661553,0,0,1923607737,84857421,0,0,1787429055,77542880,0,0,1875397013,83693316,0,0,1861538027,80841406,0,0,1883922820,85182563,0,0,1901563801,82110773,0,0,1890182405,81749330,0,0,1990073966,85142051,0,0,1927114362,83597562,0,8747,27397111,77,21170704,0,2071937080995723,2072010642353635,2072010644758311,2071937084353489
30,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,92,1680,1680,16777216,256,0,0,8,0,16,64,0x0,0x7e0d5692e140,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,4194304.0,0,10082,117041905,0,0,0,116016300,0,0,0,117919298,0,0,934,117228620,0,0,21632,121435445,0,0,33225,119687105,0,0,40965,123136137,0,0,35826,120983508,0,0,10720,117022744,0,0,0,115905111,0,0,0,117740895,0,0,1025,117297245,0,0,21788,121550445,0,0,35540,119792168,0,0,42219,123369015,0,0,37927,121443525,0,935,905056,0,158232,0,2071937088193097,2072010647970831,2072010648017259,2071937088776269
31,micro_tk(micro_globals) [clone .kd],2,0,93,1680,1680,1048576,256,32768,0,76,132,32,64,0x0,0x7e355fa60580,16777216,131591937,10519612743,0,0,0,0,0,0.0,0.0,202375168.0,0.0,0.0,912.0,272629760.0,0,747891874,85288213,0,0,770644126,89080811,0,0,774826443,87247018,0,0,778372568,88488343,0,0,781040760,84331799,0,0,776762842,83775057,0,0,818268192,88309469,0,0,792298442,87321848,0,0,746667098,85398875,0,0,772866997,89326983,0,0,775663644,87664764,0,0,779437116,88873295,0,0,783177830,84483834,0,0,778960497,83999339,0,0,818371507,88241620,0,0,792454557,87223415,0,3763,52506541,8365,44460395,0,2071937089064535,2072010648270954,2072010651775296,2071937093531660
32,micro_tk(micro_globals) [clone .kd],2,0,95,1680,1680,1048576,256,32768,0,76,132,32,64,0x0,0x7e355fa60580,16777216,131442672,10508475345,0,0,0,0,0,0.0,0.0,202375168.0,0.0,0.0,304.0,272629760.0,0,914430716,92447069,0,0,942455985,95966462,0,0,947403604,94129647,0,0,951656120,94789751,0,0,953193797,91506546,0,0,948213734,91138849,0,0,999673185,94384224,0,0,967544013,94208378,0,0,909051962,92431046,0,0,941033226,96245632,0,0,944733094,94344276,0,0,948542165,94979488,0,0,951530925,91413261,0,0,946184285,91030277,0,0,997879952,94704264,0,0,965377842,94155173,0,11325,52132945,77,43770707,0,2071937094240489,2072010651805300,2072010655432944,2071937098738540
33,micro_tk(micro_globals) [clone .kd],2,0,98,1680,1680,1048576,256,32768,0,76,132,32,64,0x0,0x7e355fa60580,16777216,131448932,10508253637,0,0,0,0,0,0.0,0.0,202375168.0,0.0,0.0,304.0,272629760.0,0,790212447,94331264,0,0,813601682,98321754,0,0,817034209,97755389,0,0,820439081,98369682,0,0,821946331,94719522,0,0,817363083,94079056,0,0,859238715,98601586,0,0,832658265,98145067,0,0,789526402,94495172,0,0,815738578,98341609,0,0,819063129,97305873,0,0,822451909,98082761,0,0,823629451,94396416,0,0,819152351,93800197,0,0,860964821,98680392,0,0,834329161,98323662,0,12484,52124965,0,44432421,0,2071937099460848,2072010655481015,2072010658999778,2071937104017016
