Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_STAT_STALL,CPC_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,18,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12685769,1014942808,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,851130,0,131072,131072,850814,0,131072,131072,851672,0,131072,131072,851868,0,131072,131072,851013,0,131072,131072,850739,0,131072,131072,851478,0,131072,131072,851680,0,131072,131072,851097,0,131072,131072,850811,0,131072,131072,851566,0,131072,131072,851715,0,131072,131072,851281,0,131072,131072,851002,0,131072,131072,851644,0,131072,131072,851859,0,131072,131072,941409,7541,0,17160132,12901777,19046,17202561,17202561,2071930946695373,2072010295929042,2072010297498603,2071930949277922
11,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,22,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12750303,1019892664,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,839809,0,131072,131072,839731,0,131072,131072,839993,0,131072,131072,839927,0,131072,131072,839878,0,131072,131072,839797,0,131072,131072,840105,0,131072,131072,839986,0,131072,131072,839940,0,131072,131072,839904,0,131072,131072,840179,0,131072,131072,840066,0,131072,131072,839851,0,131072,131072,839817,0,131072,131072,840094,0,131072,131072,839935,0,131072,131072,940082,7566,0,16748807,12492147,18007,16793006,16793006,2071930950365970,2072010297541146,2072010299111508,2071930952995178
12,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,26,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12691682,1015247672,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,855578,0,131072,131072,855792,0,131072,131072,855549,0,131072,131072,855895,0,131072,131072,855493,0,131072,131072,855619,0,131072,131072,855386,0,131072,131072,855726,0,131072,131072,855581,0,131072,131072,855723,0,131072,131072,855615,0,131072,131072,855893,0,131072,131072,855744,0,131072,131072,855854,0,131072,131072,855620,0,131072,131072,855909,0,131072,131072,945373,7654,0,17193597,12924539,18768,17235629,17235629,2071930953866647,2072010299153690,2072010300689881,2071930956481463
13,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,30,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12711882,1017523892,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,846216,0,131072,131072,846138,0,131072,131072,846515,0,131072,131072,846539,0,131072,131072,846189,0,131072,131072,846110,0,131072,131072,846322,0,131072,131072,846245,0,131072,131072,846073,0,131072,131072,846041,0,131072,131072,846171,0,131072,131072,846173,0,131072,131072,846222,0,131072,131072,846237,0,131072,131072,846469,0,131072,131072,846449,0,131072,131072,935999,7736,0,16719859,12474527,22887,16762491,16762491,2071930957431889,2072010300731984,2072010302227595,2071930960095998
14,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,34,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12730506,1018649000,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,839059,0,131072,131072,839235,0,131072,131072,839246,0,131072,131072,839355,0,131072,131072,839258,0,131072,131072,839406,0,131072,131072,839405,0,131072,131072,839466,0,131072,131072,839088,0,131072,131072,839261,0,131072,131072,839447,0,131072,131072,839521,0,131072,131072,839194,0,131072,131072,839386,0,131072,131072,839344,0,131072,131072,839454,0,131072,131072,1101603,7993,0,18067770,12922238,24960,18099187,18099187,2071930960951934,2072010302268816,2072010303751608,2071930963658185
15,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,38,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12782918,1022181808,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,829546,0,131072,131072,829539,0,131072,131072,829587,0,131072,131072,829667,0,131072,131072,829795,0,131072,131072,829754,0,131072,131072,829727,0,131072,131072,829735,0,131072,131072,829771,0,131072,131072,829751,0,131072,131072,829753,0,131072,131072,829775,0,131072,131072,829573,0,131072,131072,829574,0,131072,131072,829627,0,131072,131072,829677,0,131072,131072,940628,7671,0,17197437,12943881,20638,17242173,17242173,2071930964710151,2072010303793110,2072010305237205,2071930967256757
16,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,42,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12728472,1018457772,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,860803,0,131072,131072,860489,0,131072,131072,860112,0,131072,131072,859850,0,131072,131072,860772,0,131072,131072,860458,0,131072,131072,860251,0,131072,131072,860031,0,131072,131072,860866,0,131072,131072,860585,0,131072,131072,860312,0,131072,131072,860056,0,131072,131072,860888,0,131072,131072,860575,0,131072,131072,860222,0,131072,131072,859938,0,131072,131072,938274,7590,0,16751174,12499027,19042,16794183,16794183,2071930968394269,2072010305277584,2072010306719957,2071930971024889
17,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,46,1432,1432,303104,256,64000,0,128,352,112,64,0x0,0x7dcae9c17980,4736,62952832,12672690,1013980860,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,839661,0,131072,131072,840061,0,131072,131072,839913,0,131072,131072,840356,0,131072,131072,839518,0,131072,131072,839829,0,131072,131072,839572,0,131072,131072,840109,0,131072,131072,839716,0,131072,131072,840001,0,131072,131072,839653,0,131072,131072,840220,0,131072,131072,839659,0,131072,131072,840028,0,131072,131072,839926,0,131072,131072,840374,0,131072,131072,945800,7258,0,17137226,12861341,17413,17179287,17179287,2071930971828036,2072010306760617,2072010308177312,2071930974460780
18,matmul_kernel.kd,2,0,49,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23782955,1902733840,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4697720,0,273881,267814,4697689,0,276041,268864,4698240,0,274619,268230,4698288,0,275062,268460,4697791,0,275866,268827,4698301,0,279023,270141,4699737,0,276569,269093,4699939,0,277456,269517,4698268,0,274686,268225,4698008,0,278071,269923,4699640,0,274419,268047,4699477,0,275897,268742,4699621,0,276662,269300,4699987,0,280661,271189,4699449,0,275746,268764,4699315,0,277071,269427,1111141,1653,0,36253597,30536072,3289689,36319729,36319729,2071931280321237,2072010612362091,2072010615035804,2071931283751059
19,matmul_kernel.kd,2,0,50,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23770552,1901782696,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,3836692,0,322994,292403,3836835,0,323236,292658,3838062,0,323085,292475,3837873,0,323144,292531,3838525,0,323225,292605,3838761,0,323179,292531,3837351,0,323334,292534,3837565,0,323423,292678,3837072,0,323308,292510,3837184,0,323351,292627,3836701,0,323442,292553,3836476,0,323508,292755,3836365,0,323116,292469,3836622,0,323069,292420,3836774,0,323152,292375,3836826,0,323211,292486,1369271,3153,0,26849297,21791941,878699,27194037,27194037,2071931281237182,2072010615035804,2072010618185821,2071931287294218
20,matmul_kernel.kd,2,0,53,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23772747,1902195568,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4004796,0,314772,288986,4004546,0,315778,290373,4004889,0,315418,289987,4004959,0,315689,290506,4005176,0,315103,289299,4005009,0,315326,289323,4005561,0,315120,289360,4005373,0,315965,290529,4004849,0,314836,288986,4004746,0,315699,289924,4005335,0,314925,288899,4005131,0,315981,290265,4005077,0,315278,289292,4004973,0,315432,289390,4005219,0,314948,289270,4005052,0,315384,289872,1079065,9251,0,27309049,22233279,1078383,27359630,27359630,2071931288159248,2072010618271708,2072010621154129,2071931291600567
21,matmul_kernel.kd,2,0,57,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23782431,1902519892,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4144699,0,304370,283442,4144813,0,305460,284572,4144014,0,305316,284282,4144212,0,305444,284682,4144475,0,305021,283994,4144538,0,305528,284243,4144083,0,305256,284080,4144096,0,305665,284720,4144606,0,305282,284298,4144657,0,306556,285791,4144489,0,305251,284239,4144557,0,306315,285383,4144519,0,305642,284433,4144630,0,305979,284536,4143531,0,305747,284235,4143507,0,306496,285237,1202258,9766,0,27674754,21887506,1231039,27712025,27712025,2071931292453648,2072010621221068,2072010623919458,2071931295880415
22,matmul_kernel.kd,2,0,61,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23787456,1903131496,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4170825,0,302308,282242,4170775,0,303101,283046,4169970,0,302760,282785,4170000,0,302810,282918,4170920,0,302934,283018,4171031,0,303016,282828,4170715,0,303008,283012,4170787,0,303830,284089,4170599,0,302264,282368,4170643,0,303507,283530,4171001,0,302577,282662,4170981,0,303755,283998,4171213,0,302675,282658,4171095,0,303094,283025,4170914,0,302750,282672,4170780,0,303440,283464,1164457,10425,0,27744081,22239441,1322369,27806168,27806168,2071931296614550,2072010623978546,2072010626728852,2071931300152893
23,matmul_kernel.kd,2,0,65,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23779748,1902663508,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4133735,0,306950,284830,4133718,0,307728,285720,4132990,0,307316,285101,4132909,0,307914,285835,4133477,0,307375,284894,4133196,0,307355,284800,4134068,0,307501,284919,4134106,0,307842,285313,4133941,0,306345,284423,4133953,0,307789,285678,4134568,0,307351,285088,4134239,0,307954,285432,4133846,0,307185,284865,4133648,0,307568,285122,4133296,0,307193,284972,4133253,0,307837,285609,1085768,10449,0,27381789,22268985,1195959,27443648,27443648,2071931301062347,2072010626785857,2072010629439300,2071931304492320
24,matmul_kernel.kd,2,0,69,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23774821,1902343376,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4012239,0,315349,289053,4012507,0,316301,290259,4012909,0,315855,289697,4013046,0,316225,290234,4012705,0,315728,289485,4012953,0,315741,289504,4012924,0,315679,289421,4012901,0,316344,290171,4012447,0,315933,289462,4012423,0,316982,290778,4012593,0,315767,289666,4012241,0,316613,290587,4012582,0,316166,289755,4012508,0,316210,289703,4013362,0,316018,289550,4013113,0,316558,290444,1156208,9529,0,27696308,22278042,1235707,27731283,27731283,2071931305330689,2072010629493460,2072010632053886,2071931309002439
25,matmul_kernel.kd,2,0,73,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23784184,1902771884,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4023875,0,314513,288721,4023706,0,315368,289874,4023617,0,314827,289094,4023536,0,315134,289673,4023383,0,315212,289427,4023425,0,315243,289333,4023775,0,314913,288972,4023440,0,315481,289600,4024299,0,315320,289462,4024488,0,315821,290289,4023793,0,315180,289436,4024157,0,315857,290148,4024232,0,315484,289754,4024286,0,315434,289491,4023932,0,315075,289115,4024056,0,315666,290006,1081990,68209,0,27255313,22111459,1024311,27270066,27270066,2071931309847258,2072010632107405,2072010634674200,2071931313506939
26,matmul_kernel.kd,2,0,77,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23791544,1902349908,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4019618,0,313386,288126,4019661,0,314048,288897,4018998,0,313796,288578,4018905,0,314010,288888,4019099,0,314082,288671,4018824,0,313987,288523,4018438,0,314075,288438,4018552,0,314633,289182,4018998,0,313411,288048,4019032,0,314701,289462,4019652,0,313725,288313,4019799,0,314509,289289,4019979,0,313984,288535,4020080,0,313944,288596,4019873,0,314147,288543,4019945,0,314348,288851,1158619,10070,0,27684578,22253152,1096140,27721763,27721763,2071931314293673,2072010634725676,2072010637257900,2071931317950390
27,matmul_kernel.kd,2,0,81,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23779387,1902742792,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4044439,0,315605,289586,4044528,0,316530,290926,4045089,0,316050,289902,4045330,0,316295,290510,4045705,0,316459,290555,4045841,0,316375,290406,4044761,0,316496,290640,4044882,0,316992,291246,4043862,0,315845,289717,4044115,0,317003,291183,4044748,0,316084,290007,4044955,0,316501,290569,4044029,0,316645,290664,4043881,0,316510,290449,4044565,0,316011,289951,4044529,0,316555,290836,1082546,10577,0,27633753,22544635,1113321,27675519,27675519,2071931318762932,2072010637310178,2072010639767491,2071931322423074
28,matmul_kernel.kd,2,0,85,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23777473,1901862812,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4123078,0,307721,285185,4123018,0,308484,285939,4123957,0,308274,285625,4123898,0,308653,285957,4123731,0,308249,285681,4123451,0,308537,285717,4124077,0,308184,285316,4123999,0,308825,286224,4122399,0,307889,285468,4122209,0,309026,286503,4122740,0,308164,285669,4122682,0,309112,286738,4123156,0,308563,285860,4123024,0,308657,285857,4123836,0,308276,285613,4123892,0,308874,286207,1165210,34495,0,27386993,22247570,1330370,27468443,27468443,2071931323207524,2072010639818366,2072010642301678,2071931326816320
29,matmul_kernel.kd,2,0,89,1432,1432,1048576,256,16384,0,16,128,48,64,0x0,0x7e0336d04600,16384,118734848,23785875,1902938084,0,0,65536,0,0.0,0.0,0.0,262144.0,1090519040.0,1090519040.0,1073741824.0,16777216.0,4095924,0,311636,287338,4095777,0,312550,288381,4096314,0,312443,288010,4096360,0,312715,288472,4096590,0,312010,287915,4096468,0,312236,287894,4096352,0,312064,287766,4096307,0,312655,288460,4096016,0,311856,287406,4095647,0,313156,289084,4096316,0,311751,287895,4095909,0,312939,289243,4095564,0,312356,288014,4095429,0,312661,288153,4095996,0,312218,287845,4095783,0,312903,288593,1154736,10656,0,27842606,22384157,1166195,27857260,27857260,2071931327541833,2072010642353635,2072010644758311,2071931331290736
30,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,92,1432,1432,16777216,256,0,0,8,0,16,64,0x0,0x7deb2f92e140,262144,1048576,232489,18543004,0,0,0,0,0.0,0.0,0.0,262144.0,16777216.0,16777216.0,0.0,16777216.0,0,0,262144,262144,16,0,262144,262144,0,0,262144,262144,0,0,262144,262144,22,0,262144,262144,16,0,262144,262144,19,0,262144,262144,20,0,262144,262144,0,0,262144,262144,16,0,262144,262144,0,0,262144,262144,0,0,262144,262144,26,0,262144,262144,16,0,262144,262144,20,0,262144,262144,20,0,262144,262144,45064,957,0,901289,390775,481778,924184,924184,2071931335289930,2072010647970831,2072010648017259,2071931335941944
31,micro_tk(micro_globals) [clone .kd],2,0,93,1432,1432,1048576,256,32768,0,76,132,32,64,0x0,0x7deb2f8e0580,16384,128532480,25798967,2063335312,0,0,0,0,0.0,0.0,0.0,1048576.0,4311744512.0,4311744512.0,4294967296.0,16777216.0,1594588,0,267917,267917,1594617,0,268154,268154,1594853,0,267761,267761,1594770,0,267957,267957,1594351,0,267716,267716,1594382,0,267669,267669,1594386,0,267777,267777,1594413,0,267889,267889,1594748,0,267855,267855,1594699,0,268040,268040,1594743,0,267851,267851,1594823,0,267956,267956,1594284,0,267657,267657,1594293,0,267634,267634,1594337,0,267756,267756,1594436,0,267935,267935,1878368,4078,0,51794323,44648714,225732,52401691,52401691,2071931336198734,2072010648270954,2072010651775296,2071931340838334
32,micro_tk(micro_globals) [clone .kd],2,0,95,1432,1432,1048576,256,32768,0,76,132,32,64,0x0,0x7deb2f8e0580,16384,128532480,25800737,2064305388,0,0,0,0,0.0,0.0,0.0,1048576.0,4311744512.0,4311744512.0,4294967296.0,16777216.0,1496889,0,269524,269524,1496970,0,269495,269495,1497013,0,269522,269522,1497033,0,269487,269487,1496567,0,269382,269382,1496603,0,269196,269196,1496639,0,269502,269502,1496696,0,269437,269437,1497033,0,269456,269456,1497032,0,269581,269581,1497141,0,269505,269505,1497187,0,269466,269466,1496691,0,269402,269402,1496687,0,269178,269178,1496679,0,269494,269494,1496729,0,269464,269464,1624866,12860,0,51898503,44442899,166251,51913864,51913864,2071931341580732,2072010651805300,2072010655432944,2071931346292570
33,micro_tk(micro_globals) [clone .kd],2,0,98,1432,1432,1048576,256,32768,0,76,132,32,64,0x0,0x7deb2f8e0580,16384,128532480,25774032,2062875320,0,0,0,0,0.0,0.0,0.0,1048576.0,4311744512.0,4311744512.0,4294967296.0,16777216.0,1576745,0,268484,268484,1576827,0,268676,268676,1576962,0,268409,268409,1576865,0,268576,268576,1576394,0,268356,268356,1576406,0,268373,268373,1576432,0,268309,268309,1576442,0,268466,268466,1576818,0,268418,268418,1576792,0,268651,268651,1576941,0,268410,268410,1576939,0,268587,268587,1576448,0,268316,268316,1576413,0,268354,268354,1576407,0,268374,268374,1576403,0,268514,268514,1541484,13518,0,51040503,43849818,146707,51058580,51058580,2071931347074546,2072010655481015,2072010658999778,2071931351773815
