Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_CVT,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,TA_TA_BUSY_sum,TA_BUFFER_WAVEFRONTS_sum,TD_TD_BUSY_sum,TD_TC_STALL_sum,TCP_GATE_EN1_sum,TCP_GATE_EN2_sum,TCP_TD_TCP_STALL_CYCLES_sum,TCP_TCR_TCP_STALL_CYCLES_sum,TCC_CYCLE[0],TCC_RW_REQ[0],TCC_HIT[0],TCC_MISS[0],TCC_CYCLE[1],TCC_RW_REQ[1],TCC_HIT[1],TCC_MISS[1],TCC_CYCLE[2],TCC_RW_REQ[2],TCC_HIT[2],TCC_MISS[2],TCC_CYCLE[3],TCC_RW_REQ[3],TCC_HIT[3],TCC_MISS[3],TCC_CYCLE[4],TCC_RW_REQ[4],TCC_HIT[4],TCC_MISS[4],TCC_CYCLE[5],TCC_RW_REQ[5],TCC_HIT[5],TCC_MISS[5],TCC_CYCLE[6],TCC_RW_REQ[6],TCC_HIT[6],TCC_MISS[6],TCC_CYCLE[7],TCC_RW_REQ[7],TCC_HIT[7],TCC_MISS[7],TCC_CYCLE[8],TCC_RW_REQ[8],TCC_HIT[8],TCC_MISS[8],TCC_CYCLE[9],TCC_RW_REQ[9],TCC_HIT[9],TCC_MISS[9],TCC_CYCLE[10],TCC_RW_REQ[10],TCC_HIT[10],TCC_MISS[10],TCC_CYCLE[11],TCC_RW_REQ[11],TCC_HIT[11],TCC_MISS[11],TCC_CYCLE[12],TCC_RW_REQ[12],TCC_HIT[12],TCC_MISS[12],TCC_CYCLE[13],TCC_RW_REQ[13],TCC_HIT[13],TCC_MISS[13],TCC_CYCLE[14],TCC_RW_REQ[14],TCC_HIT[14],TCC_MISS[14],TCC_CYCLE[15],TCC_RW_REQ[15],TCC_HIT[15],TCC_MISS[15],CPC_CPC_STAT_BUSY,CPC_CPC_STAT_IDLE,CPF_CPF_STAT_BUSY,CPF_CPF_STAT_STALL,SPI_CSN_WINDOW_VALID,SPI_CSN_BUSY,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,18,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,94182594,7532785804,56832,265216,13336576,14252800,0,350413369.0,13601792.0,465306548.0,246113426.0,650357934.0,474124818.0,1118737.0,6210271.0,17244385,4658304,3753927,904406,17244385,4658288,3754002,904305,17244385,4658240,3753830,904410,17244385,4658240,3753901,904343,17244385,4658112,3753722,904422,17244385,4658256,3753893,904393,17244385,4658272,3753759,904530,17244385,4658256,3753797,904477,17244385,4658304,3753969,904362,17244385,4658288,3754098,904209,17244385,4658240,3753862,904378,17244385,4658240,3753912,904332,17244385,4658112,3753838,904305,17244385,4658256,3754055,904230,17244385,4658272,3753999,904289,17244385,4658256,3754095,904180,17244385,0,17244385,77,68977540,68401533,17103332,2071948223035933,2072010295929042,2072010297498603,2071948225480888
11,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,22,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,83640180,6689359720,56832,265216,13336576,14252800,0,332163613.0,13601792.0,446649187.0,227429977.0,633206693.0,455494477.0,1148688.0,4470699.0,16804435,4658304,3744787,913525,16804435,4658288,3744836,913452,16804435,4658240,3745388,912852,16804435,4658240,3745456,912784,16804435,4658112,3744647,913499,16804435,4658256,3744771,913540,16804435,4658272,3745288,913014,16804435,4658256,3745452,912825,16804435,4658304,3744678,913635,16804435,4658288,3744695,913593,16804435,4658240,3745130,913110,16804435,4658240,3745271,912969,16804435,4658112,3744520,913630,16804435,4658256,3744653,913655,16804435,4658272,3745339,912963,16804435,4658256,3745418,912856,16804435,0,16804435,0,67217740,66596891,16652469,2071948226631239,2072010297541146,2072010299111508,2071948229153489
12,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,26,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,92220349,7375872304,56832,265216,13336576,14252800,0,348020097.0,13601792.0,461523851.0,242313618.0,649823429.0,470407440.0,1123630.0,5445412.0,17224480,4658304,3753296,905036,17224480,4658288,3753159,905150,17224480,4658240,3753444,904796,17224480,4658240,3753161,905083,17224480,4658112,3753233,904914,17224480,4658096,3752961,905167,17224480,4658432,3753612,904836,17224480,4658256,3753226,905048,17224480,4658304,3753339,904993,17224480,4658288,3753165,905142,17224480,4658240,3753425,904815,17224480,4658240,3753214,905030,17224480,4658112,3753201,904945,17224480,4658096,3753056,905070,17224480,4658432,3753623,904825,17224480,4658256,3753254,905020,17224480,0,17224480,77,68897920,68345826,17089314,2071948230038928,2072010299153690,2072010300689881,2071948232520437
13,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,30,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,82911962,6631054356,56832,265216,13336576,14252800,0,331158836.0,13601792.0,444450355.0,225218495.0,632383194.0,453252986.0,1167209.0,3973401.0,16789609,4658304,3741275,917037,16789609,4658288,3741444,916844,16789609,4658240,3740601,917639,16789609,4658240,3740747,917493,16789609,4658112,3740863,917286,16789609,4658096,3741029,917116,16789609,4658432,3740686,917776,16789609,4658256,3740604,917670,16789609,4658304,3741187,917126,16789609,4658288,3741364,916924,16789609,4658240,3740777,917463,16789609,4658240,3740924,917316,16789609,4658112,3741265,916887,16789609,4658096,3741470,916674,16789609,4658432,3740952,917509,16789609,4658256,3740893,917380,16789609,0,16789609,0,67158436,66510138,16630751,2071948233635135,2072010300731984,2072010302227595,2071948236187380
14,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,34,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,93002672,7438575852,56832,265216,13336576,14252800,0,348301584.0,13601792.0,461290669.0,242108219.0,648913824.0,470089471.0,1096725.0,5068446.0,17209947,4658304,3741974,916358,17209947,4658288,3742093,916213,17209947,4658240,3741157,917083,17209947,4658240,3741194,917050,17209947,4658112,3741792,916352,17209947,4658096,3741888,916238,17209947,4658272,3741111,917178,17209947,4658416,3741348,917088,17209947,4658304,3741891,916442,17209947,4658288,3742033,916272,17209947,4658240,3741027,917213,17209947,4658240,3741177,917067,17209947,4658112,3741880,916266,17209947,4658096,3741998,916130,17209947,4658272,3741237,917051,17209947,4658416,3741428,917004,17209947,0,17209947,77,68839788,68250305,17065590,2071948237065558,2072010302268816,2072010303751608,2071948239554349
15,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,38,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,81749768,6538411424,56832,265216,13336576,14252800,0,331651163.0,13601792.0,446131678.0,226901349.0,633331429.0,454952476.0,1191451.0,3310390.0,16803259,4658304,3744759,913553,16803259,4658288,3744841,913447,16803259,4658240,3743916,914324,16803259,4658240,3743931,914309,16803259,4658112,3744408,913741,16803259,4658096,3744450,913698,16803259,4658272,3743715,914587,16803259,4658416,3743867,914568,16803259,4658304,3744491,913822,16803259,4658288,3744562,913726,16803259,4658240,3743670,914570,16803259,4658240,3743669,914571,16803259,4658112,3744566,913581,16803259,4658096,3744580,913567,16803259,4658272,3743953,914349,16803259,4658416,3744086,914349,16803259,0,16803259,0,67213036,66609892,16655849,2071948240670188,2072010303793110,2072010305237205,2071948243203033
16,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,42,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,92508462,7398845480,56832,265216,13336576,14252800,0,347642939.0,13601792.0,461422428.0,242219880.0,649341792.0,470291133.0,1110181.0,5616991.0,17216542,4658464,3757571,900921,17216542,4658288,3757360,900949,17216542,4658240,3757090,901150,17216542,4658240,3756922,901322,17216542,4658112,3757081,901065,17216542,4658096,3757025,901103,17216542,4658272,3756929,901360,17216542,4658256,3756745,901530,17216542,4658464,3757284,901206,17216542,4658288,3757060,901246,17216542,4658240,3756935,901305,17216542,4658240,3756758,901486,17216542,4658112,3757172,900974,17216542,4658096,3757137,900992,17216542,4658272,3757100,901188,17216542,4658254,3756888,901382,17216542,0,17216542,77,68866168,68295242,17076782,2071948244072409,2072010305277584,2072010306719957,2071948246511736
17,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,46,2176,2176,303104,256,64000,0,128,352,112,64,0x0,0x788c78217980,13601792,82681958,6612883180,56832,265216,13336576,14252800,0,331983821.0,13601792.0,445984090.0,226754678.0,632830691.0,454820557.0,1179054.0,3688454.0,16790724,4658464,3747321,911151,16790724,4658288,3746986,911302,16790724,4658240,3747062,911178,16790724,4658240,3746926,911314,16790724,4658112,3746761,911385,16790724,4658096,3746612,911535,16790724,4658272,3746750,911550,16790724,4658256,3746575,911701,16790724,4658464,3747159,911314,16790724,4658288,3746811,911477,16790724,4658240,3746904,911336,16790724,4658240,3746619,911621,16790724,4658112,3746957,911188,16790724,4658096,3746787,911358,16790724,4658272,3747027,911275,16790724,4658256,3746901,911375,16790724,0,16790724,0,67162896,66557331,16642484,2071948247627276,2072010306760617,2072010308177312,2071948250177427
18,matmul_kernel.kd,2,0,49,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,366640004,29328976692,131072,262144,16777216,81838080,0,1194965020.0,0.0,1297249308.0,1021615377.0,1367774300.0,1303118283.0,2821383.0,628856.0,36165618,13060568,8227977,4832595,36165618,13060248,8227590,4832658,36165618,13060248,8227185,4833079,36165618,13060248,8226988,4833277,36165618,13060568,8228281,4832330,36165618,13060568,8227491,4833113,36165618,13060568,8226949,4833637,36165618,13060568,8226717,4833875,36165618,13060430,8226738,4833696,36165618,13060110,8226358,4833752,36165618,13060110,8225291,4834836,36165618,13060110,8225214,4834912,36165618,13060430,8226762,4833708,36165618,13060430,8225960,4834506,36165618,13060430,8226020,4834427,36165618,13060430,8225669,4834781,36165618,0,36165618,0,144662472,143921710,36055657,2071948556346678,2072010612362091,2072010615035804,2071948559994272
19,matmul_kernel.kd,2,0,50,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,119669999,9571433348,131072,262144,16777216,81838080,0,551071290.0,0.0,797324500.0,513192138.0,1012156935.0,830901366.0,3358207.0,96129.0,27104909,13042110,9010136,4032002,27104909,13041790,9009837,4031970,27104909,13041790,9010034,4031760,27104909,13041790,9010149,4031645,27104909,13042110,9009262,4032885,27104909,13042110,9009439,4032718,27104909,13042110,9009984,4032187,27104909,13042110,9010111,4032033,27104909,13042186,9009686,4032530,27104909,13041866,9009503,4032379,27104909,13041866,9010258,4031613,27104909,13041866,9009922,4031950,27104909,13042186,9009636,4032592,27104909,13042186,9009639,4032601,27104909,13042186,9009834,4032409,27104909,13042186,9009854,4032370,27104909,0,27104909,6890,108419636,106484612,26648905,2071948557492091,2072010615035804,2072010618185821,2071948563551151
20,matmul_kernel.kd,2,0,53,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,209681727,16772314040,131072,262144,16777216,81838080,0,785576235.0,0.0,982485834.0,703065237.0,1106772751.0,999320399.0,3122205.0,195287.0,29286436,13039570,8318098,4721476,29286436,13039250,8317857,4721393,29286436,13039250,8317556,4721711,29286436,13039250,8317678,4721589,29286436,13039570,8317707,4721912,29286436,13039570,8317773,4721835,29286436,13039570,8317695,4721897,29286436,13039570,8317790,4721804,29286436,13039684,8318966,4720723,29286436,13039364,8318681,4720683,29286436,13039364,8318455,4720926,29286436,13039364,8318376,4721004,29286436,13039684,8318917,4720818,29286436,13039684,8319065,4720659,29286436,13039684,8318556,4721148,29286436,13039684,8318695,4721010,29286436,0,29286436,0,117145744,116447228,29149784,2071948564486154,2072010618271708,2072010621154129,2071948568120698
21,matmul_kernel.kd,2,0,57,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,149168463,11931319608,131072,262144,16777216,81838080,0,629844172.0,0.0,869672260.0,587313088.0,1044469247.0,896532746.0,3266596.0,119822.0,27692836,13038616,8848458,4190180,27692836,13038296,8848006,4190307,27692836,13038296,8848055,4190241,27692836,13038296,8848068,4190233,27692836,13038616,8848386,4190261,27692836,13038616,8848394,4190244,27692836,13038616,8848740,4189915,27692836,13038616,8849048,4189603,27692836,13037810,8847256,4190576,27692836,13037490,8846696,4190811,27692836,13037490,8846541,4190949,27692836,13037490,8846570,4190924,27692836,13037810,8846807,4191034,27692836,13037810,8846955,4190881,27692836,13037810,8846389,4191459,27692836,13037810,8846480,4191364,27692836,0,27692836,77,110771344,109887638,27500947,2071948568922373,2072010621221068,2072010623919458,2071948572570929
22,matmul_kernel.kd,2,0,61,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,207207187,16574409976,131072,262144,16777216,81838080,0,781863032.0,0.0,994828875.0,714819746.0,1127960569.0,1013597857.0,3144355.0,269625.0,29850435,13039628,8361506,4678126,29850435,13039308,8361231,4678077,29850435,13039308,8361669,4677657,29850435,13039308,8361575,4677749,29850435,13039628,8361611,4678067,29850435,13039628,8361457,4678211,29850435,13039628,8361355,4678294,29850435,13039628,8361327,4678324,29850435,13040160,8362007,4678158,29850435,13039840,8361481,4678359,29850435,13039840,8361678,4678179,29850435,13039840,8361524,4678333,29850435,13040160,8361810,4678399,29850435,13040160,8361754,4678445,29850435,13040160,8361320,4678863,29850435,13040160,8361137,4679045,29850435,0,29850435,0,119401740,118674598,29710840,2071948573543547,2072010623978546,2072010626728852,2071948577325209
23,matmul_kernel.kd,2,0,65,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,153654174,12289953508,131072,262144,16777216,81838080,0,640715206.0,0.0,876316430.0,594665901.0,1035869473.0,900740074.0,3234200.0,115540.0,27457216,13037168,8782405,4254784,27457216,13036848,8782056,4254811,27457216,13036848,8781692,4255156,27457216,13036848,8781719,4255135,27457216,13037168,8782171,4255026,27457216,13037168,8782155,4255039,27457216,13037168,8782567,4254641,27457216,13037168,8782642,4254561,27457216,13037098,8782430,4254691,27457216,13036778,8782043,4254751,27457216,13036778,8782596,4254182,27457216,13036778,8782617,4254165,27457216,13037098,8782115,4255013,27457216,13037098,8782364,4254758,27457216,13037098,8782423,4254714,27457216,13037098,8782413,4254723,27457216,0,27457216,77,109828864,108980644,27266880,2071948578239981,2072010626785857,2072010629439300,2071948581836469
24,matmul_kernel.kd,2,0,69,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,153380434,12268112272,131072,262144,16777216,81838080,0,642306486.0,0.0,878869197.0,596806529.0,1049114137.0,904706084.0,3247739.0,142661.0,27830784,13039040,8768325,4270719,27830784,13038720,8768395,4270325,27830784,13038720,8768293,4270443,27830784,13038720,8768173,4270566,27830784,13039040,8768637,4270453,27830784,13039040,8768639,4270445,27830784,13039040,8768759,4270303,27830784,13039040,8768935,4270133,27830784,13037842,8767682,4270165,27830784,13037522,8767735,4269787,27830784,13037522,8766936,4270603,27830784,13037522,8766953,4270585,27830784,13037842,8767810,4270082,27830784,13037842,8767862,4270017,27830784,13037842,8768381,4269482,27830784,13037842,8768362,4269501,27830784,0,27830784,0,111323136,110374006,27634254,2071948582721558,2072010629493460,2072010632053886,2071948586461569
25,matmul_kernel.kd,2,0,73,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,148544148,11881259572,131072,262144,16777216,81838080,0,628889057.0,0.0,869196216.0,587141967.0,1046485099.0,895063053.0,3241350.0,322958.0,27746829,13038180,8770341,4267861,27746829,13037860,8770395,4267483,27746829,13037860,8770797,4267063,27746829,13037860,8770938,4266926,27746829,13038180,8770449,4267764,27746829,13038180,8770559,4267647,27746829,13038180,8769808,4268411,27746829,13038180,8769726,4268489,27746829,13037428,8769780,4267670,27746829,13037108,8769487,4267637,27746829,13037108,8769369,4267739,27746829,13037108,8769372,4267740,27746829,13037428,8770955,4266506,27746829,13037428,8770926,4266530,27746829,13037428,8770855,4266614,27746829,13037428,8770844,4266622,27746829,0,27746829,77,110987316,110099400,27565068,2071948587411564,2072010632107405,2072010634674200,2071948591187727
26,matmul_kernel.kd,2,0,77,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,148985978,11916841852,131072,262144,16777216,81838080,0,629794161.0,0.0,869561883.0,587166732.0,1045339692.0,896601909.0,3263373.0,92455.0,27711588,13037680,8845961,4191723,27711588,13037360,8845436,4191924,27711588,13037360,8845292,4192085,27711588,13037360,8845395,4191983,27711588,13037680,8846008,4191721,27711588,13037680,8845901,4191820,27711588,13037680,8844945,4192756,27711588,13037680,8844502,4193201,27711588,13038880,8847340,4191545,27711588,13038560,8846990,4191570,27711588,13038560,8845843,4192734,27711588,13038560,8845842,4192735,27711588,13038880,8846998,4191931,27711588,13038880,8847127,4191792,27711588,13038880,8847111,4191790,27711588,13038880,8847070,4191831,27711588,0,27711588,0,110846352,109978128,27525759,2071948591976233,2072010634725676,2072010637257900,2071948595681722
27,matmul_kernel.kd,2,0,81,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,150913633,12070882000,131072,262144,16777216,81838080,0,635097429.0,0.0,874641523.0,592482476.0,1046882047.0,900696275.0,3249171.0,65846.0,27735959,13037580,8791727,4245873,27735959,13037260,8791418,4245862,27735959,13037260,8791407,4245853,27735959,13037260,8791492,4245773,27735959,13037580,8791816,4245797,27735959,13037580,8791886,4245718,27735959,13037580,8792451,4245168,27735959,13037580,8792587,4245034,27735959,13037232,8791882,4245373,27735959,13036912,8791462,4245468,27735959,13036912,8792523,4244389,27735959,13036912,8792318,4244599,27735959,13037232,8791953,4245311,27735959,13037232,8792002,4245254,27735959,13037232,8792000,4245272,27735959,13037232,8791884,4245384,27735959,0,27735959,77,110943836,110140290,27562714,2071948596532380,2072010637310178,2072010639767491,2071948600370906
28,matmul_kernel.kd,2,0,85,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,151310946,12102778248,131072,262144,16777216,81838080,0,634834043.0,0.0,871330663.0,589517316.0,1034989618.0,896436144.0,3236462.0,152158.0,27436829,13038306,8794357,4243953,27436829,13037986,8793969,4244017,27436829,13037986,8794488,4243517,27436829,13037986,8794610,4243393,27436829,13038306,8794786,4243567,27436829,13038306,8794810,4243539,27436829,13038306,8794280,4244047,27436829,13038306,8794445,4243887,27436829,13037442,8794167,4243280,27436829,13037122,8793933,4243189,27436829,13037122,8793511,4243630,27436829,13037122,8793803,4243336,27436829,13037442,8793923,4243567,27436829,13037442,8793874,4243615,27436829,13037442,8793853,4243611,27436829,13037442,8793892,4243572,27436829,0,27436829,0,109747316,108888240,27261617,2071948601325618,2072010639818366,2072010642301678,2071948604968354
29,matmul_kernel.kd,2,0,89,2176,2176,1048576,256,16384,0,16,128,48,64,0x0,0x78c49c008600,17039360,147560228,11802408800,131072,262144,16777216,81838080,0,626127946.0,0.0,865603546.0,583132309.0,1043838619.0,892858393.0,3265641.0,125877.0,27677333,13038496,8846194,4192323,27677333,13038176,8845925,4192269,27677333,13038176,8846529,4191647,27677333,13038176,8846631,4191549,27677333,13038496,8846574,4191953,27677333,13038496,8846568,4191953,27677333,13038496,8846334,4192201,27677333,13038496,8846399,4192132,27677333,13038792,8845921,4192893,27677333,13038472,8845608,4192881,27677333,13038472,8846498,4191974,27677333,13038472,8846192,4192284,27677333,13038792,8846105,4192722,27677333,13038792,8846133,4192684,27677333,13038792,8846772,4192062,27677333,13038792,8846815,4192010,27677333,0,27677333,77,110709332,109821624,27484417,2071948605809668,2072010642353635,2072010644758311,2071948609638210
30,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,92,2176,2176,16777216,256,0,0,8,0,16,64,0x0,0x788c79f2e140,262144,6841097,547293224,0,262144,0,2621440,0,28907756.0,0.0,29435724.0,29164874.0,30661306.0,29457079.0,0.0,17254967.0,917658,262144,131072,131072,917658,262464,131384,131080,917658,262144,131072,131088,917658,262224,131148,131092,917658,262144,131072,131088,917658,262144,131072,131090,917658,262144,131072,131072,917658,262144,131072,131076,917658,262144,131072,131072,917658,262464,131384,131080,917658,262144,131072,131088,917658,262224,131148,131092,917658,262144,131072,131088,917658,262144,131072,131091,917658,262144,131072,131072,917658,262144,131072,131076,917658,0,917658,0,3670632,3180214,797743,2071948615474790,2072010647970831,2072010648017259,2071948616335342
