Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,18,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010295920421,2072010295929042,2072010297498603,2072010297499156
11,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,22,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010297532054,2072010297541146,2072010299111508,2072010299111850
12,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,26,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010299144919,2072010299153690,2072010300689881,2072010300690394
13,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,30,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010300723072,2072010300731984,2072010302227595,2072010302228238
14,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,34,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010302259865,2072010302268816,2072010303751608,2072010303752222
15,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,38,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010303783658,2072010303793110,2072010305237205,2072010305237618
16,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,42,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010305268484,2072010305277584,2072010306719957,2072010306720661
17,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,46,4904,4904,303104,256,64000,0,128,352,112,64,0x0,0x794a08017980,2072010306751977,2072010306760617,2072010308177312,2072010308177936
18,matmul_kernel.kd,2,0,49,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010612330994,2072010612362091,2072010615035804,2072010615041132
19,matmul_kernel.kd,2,0,50,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010612571500,2072010615035804,2072010618185821,2072010618186412
20,matmul_kernel.kd,2,0,53,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010618262465,2072010618271708,2072010621154129,2072010621154742
21,matmul_kernel.kd,2,0,57,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010621212056,2072010621221068,2072010623919458,2072010623920161
22,matmul_kernel.kd,2,0,61,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010623969294,2072010623978546,2072010626728852,2072010626729365
23,matmul_kernel.kd,2,0,65,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010626776995,2072010626785857,2072010629439300,2072010629439412
24,matmul_kernel.kd,2,0,69,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010629485029,2072010629493460,2072010632053886,2072010632054208
25,matmul_kernel.kd,2,0,73,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010632098364,2072010632107405,2072010634674200,2072010634674663
26,matmul_kernel.kd,2,0,77,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010634717086,2072010634725676,2072010637257900,2072010637258153
27,matmul_kernel.kd,2,0,81,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010637301557,2072010637310178,2072010639767491,2072010639767824
28,matmul_kernel.kd,2,0,85,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010639809436,2072010639818366,2072010642301678,2072010642301731
29,matmul_kernel.kd,2,0,89,4904,4904,1048576,256,16384,0,16,128,48,64,0x0,0x798a55208600,2072010642345135,2072010642353635,2072010644758311,2072010644758744
30,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,92,4904,4904,16777216,256,0,0,8,0,16,64,0x0,0x794a31d2e140,2072010647956543,2072010647970831,2072010648017259,2072010648017643
31,micro_tk(micro_globals) [clone .kd],2,0,93,4904,4904,1048576,256,32768,0,76,132,32,64,0x0,0x794a45ca0580,2072010648259160,2072010648270954,2072010651775296,2072010651775189
32,micro_tk(micro_globals) [clone .kd],2,0,95,4904,4904,1048576,256,32768,0,76,132,32,64,0x0,0x794a45ca0580,2072010651797402,2072010651805300,2072010655432944,2072010655433098
