Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_INT32,SQ_INSTS_VALU_INT64,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_ME1_BUSY_FOR_PACKET_DECODE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,10,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,69493617,4736,609770518,66088726,0,2439185736,2424704,0,11345205.0,13601792.0,83341.0,215843381.0,0.0,216006656.0,2929,820491,0,3565,820371,0,2656,820457,0,3108,820359,0,3093,820447,0,3115,820357,0,4023,820419,0,3686,820337,0,2714,820457,0,4875,820319,0,2672,820428,0,4205,820342,0,2556,820512,0,3694,820396,0,3402,820396,0,3209,820276,0,277961392.0,4961162,0,0,395394382,17372587,17372587,3985543162607568,3985600574918242,3985600576577090,3985543170758613
11,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,11,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68177653,4736,609925714,66135253,0,2439806832,2424704,0,11264640.0,13601792.0,83460.0,215843166.0,0.0,216006656.0,1798,822779,0,1772,822778,0,1433,822775,0,942,822709,0,1520,822862,0,1851,822829,0,1826,822688,0,1061,822663,0,1634,822771,0,1522,822741,0,1455,822694,0,911,822671,0,1519,822768,0,1517,822778,0,1402,822750,0,887,822737,0,272696752.0,4629068,0,0,395547629,17043547,17043547,3985543163101768,3985600576577090,3985600578183701,3985543172662346
12,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,12,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,69591277,4736,610947498,66249958,0,2443893804,2424704,0,11702436.0,13601792.0,83182.0,215843809.0,0.0,216006656.0,3087,821915,0,3895,821973,0,3467,821943,0,3849,821981,0,3991,821910,0,5056,821932,0,4517,821972,0,4395,821965,0,4163,821895,0,5849,821913,0,5159,822001,0,5839,821986,0,4393,821968,0,4915,821953,0,4917,821977,0,6010,821962,0,278351376.0,4959294,0,0,396173495,17396961,17396961,3985543163807862,3985600578183701,3985600579757224,3985543174619168
13,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,13,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68737038,4736,610723185,66218526,0,2442996348,2424704,0,11550675.0,13601792.0,83508.0,215843102.0,0.0,216006656.0,3325,833167,0,3380,832927,0,3296,832956,0,3815,832788,0,3270,833061,0,3915,832799,0,4152,833058,0,4541,832940,0,2489,833135,0,4561,832895,0,5400,833103,0,6061,833005,0,2604,833172,0,3932,832965,0,3877,832944,0,4035,832761,0,274936176.0,4751487,0,0,396077070,17183511,17183511,3985543164349182,3985600579757224,3985600581308673,3985543176485095
14,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,14,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68483165,4736,610568463,66209726,0,2442377888,2424704,0,11556206.0,13601792.0,83342.0,215843371.0,0.0,216006656.0,6173,828507,0,7467,828410,0,5423,828514,0,8462,828418,0,5158,828822,0,5399,828690,0,7470,828660,0,6861,828537,0,3048,828715,0,4913,828616,0,4669,828584,0,4212,828538,0,3262,828502,0,4442,828334,0,5622,828509,0,5775,828406,0,273918704.0,4705430,0,0,395544738,17119919,17119919,3985543164794049,3985600581308673,3985600582829838,3985543178351683
15,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,15,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68032909,4736,611352157,66303643,0,2445512464,2424704,0,11976217.0,13601792.0,83328.0,215843344.0,0.0,216006656.0,1861,827531,0,1701,827463,0,1715,827712,0,2154,827645,0,1678,827469,0,957,827397,0,1813,827648,0,1041,827571,0,1894,827478,0,3214,827508,0,2407,827815,0,3688,827773,0,1544,827506,0,709,827435,0,1692,827688,0,880,827720,0,272117472.0,4549368,0,0,396705203,17007342,17007342,3985543165263222,3985600582829838,3985600584342270,3985543180154026
16,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,16,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68345567,4736,614069369,66615945,0,2456381208,2424704,0,12356022.0,13601792.0,83387.0,215843234.0,0.0,216006656.0,4818,840732,0,6993,840678,0,6257,840653,0,8555,840627,0,7285,840664,0,7139,840540,0,5681,840583,0,10624,840617,0,7669,840623,0,11825,840586,0,9255,840725,0,12224,840717,0,9143,840868,0,7181,840819,0,10965,840728,0,11635,840715,0,273380000.0,4573635,0,0,398488294,17086250,17086250,3985543166016195,3985600584342270,3985600585816646,3985543181892746
17,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,17,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68113309,4736,614614749,66706984,0,2458562632,2424704,0,12411528.0,13601792.0,83620.0,215842830.0,0.0,216006656.0,10386,841307,0,14714,841359,0,14389,841169,0,18179,841132,0,15730,841206,0,12593,841335,0,13002,841291,0,17269,841291,0,10665,841466,0,13984,841572,0,12729,841486,0,15057,841456,0,14066,841474,0,13466,841506,0,13736,841299,0,15774,841280,0,272440048.0,4511018,0,0,398755036,17027503,17027503,3985543166449745,3985600585816646,3985600587279205,3985543183638285
18,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,18,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68205917,4736,611261902,66284022,0,2445151000,2424704,0,11632829.0,13601792.0,83481.0,215843086.0,0.0,216006656.0,6546,827073,0,6657,826952,0,8118,826972,0,8646,827001,0,7103,826999,0,5960,826932,0,5506,827033,0,7860,827034,0,2727,826902,0,5012,826901,0,6840,827037,0,7521,827010,0,6681,826992,0,5895,826950,0,5447,826924,0,7644,826948,0,272811664.0,4629942,0,0,395811337,17050729,17050729,3985543166873632,3985600587279205,3985600588722455,3985543185473347
19,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,19,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,70073461,4736,613531070,66609987,0,2454227984,2424704,0,11834007.0,13601792.0,83372.0,215843316.0,0.0,216006656.0,9683,852472,0,10949,852416,0,8655,852157,0,11524,852219,0,9164,852261,0,9529,852244,0,11885,852143,0,11478,852169,0,8145,852163,0,9011,852257,0,7308,852076,0,8823,852135,0,7840,852505,0,7201,852498,0,9090,852193,0,9303,852218,0,280280560.0,5064035,0,0,396622133,17517535,17517535,3985543167342344,3985600588722455,3985600590164863,3985543187352954
20,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,20,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,69151997,4736,612975452,66481111,0,2452005368,2424704,0,12046495.0,13601792.0,83521.0,215842945.0,0.0,216006656.0,4224,826464,0,5036,826433,0,4031,826369,0,5175,826367,0,3617,826485,0,4240,826461,0,4512,826501,0,4412,826498,0,2884,826507,0,4462,826417,0,3009,826534,0,4092,826456,0,2824,826361,0,2752,826292,0,3029,826381,0,3085,826265,0,276594960.0,4803054,0,0,397712294,17287185,17287185,3985543168169236,3985600590164863,3985600591581314,3985543189142248
21,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,21,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,70022704,4736,615333388,66727266,0,2461437920,2424704,0,12662771.0,13601792.0,83363.0,215843362.0,0.0,216006656.0,18126,842006,0,19556,841975,0,17553,842065,0,21051,842048,0,17697,841809,0,17466,841867,0,19143,842074,0,20749,841911,0,17866,841849,0,19957,841852,0,19688,841937,0,20538,841932,0,18348,842112,0,18217,842008,0,19585,842104,0,20342,842164,0,280090432.0,4978510,0,0,399064959,17505652,17505652,3985543168601725,3985600591581314,3985600592985666,3985543190922198
22,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,22,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68575961,4736,616538379,66873000,0,2466256808,2424704,0,12758460.0,13601792.0,83486.0,215843072.0,0.0,216006656.0,13110,847965,0,21181,847890,0,17517,847861,0,21951,847905,0,19448,847988,0,19217,848017,0,19751,847766,0,21100,847805,0,19957,847957,0,23241,847982,0,20542,847812,0,24565,847917,0,21950,847997,0,22649,847987,0,24291,847821,0,24158,847833,0,274291392.0,4587882,0,0,399536162,17143212,17143212,3985543169025061,3985600592985666,3985600594392983,3985543192628760
23,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,23,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,69755829,4736,613460865,66545548,0,2453947528,2424704,0,11936901.0,13601792.0,83381.0,215843238.0,0.0,216006656.0,9833,848144,0,8930,848117,0,9942,848372,0,9220,848418,0,8673,848124,0,7442,848110,0,8792,848271,0,9996,848287,0,9739,848083,0,12316,847989,0,11699,848175,0,13227,848186,0,10097,848077,0,8245,847999,0,10337,848300,0,11768,848346,0,279008720.0,4979356,0,0,396906397,17438045,17438045,3985543169489818,3985600594392983,3985600595785959,3985543194485484
24,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,24,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,67919041,4736,613002089,66493070,0,2452112104,2424704,0,11824028.0,13601792.0,83460.0,215843118.0,0.0,216006656.0,3386,843710,0,4339,843837,0,3812,843488,0,6833,843616,0,3908,843606,0,3112,843778,0,3980,843449,0,5155,843589,0,2891,843710,0,4876,843849,0,3416,843570,0,5481,843653,0,3757,843655,0,4244,843745,0,4217,843405,0,5203,843545,0,271661840.0,4510748,0,0,397216293,16978865,16978865,3985543170294447,3985600595785959,3985600597184383,3985543196245465
25,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,25,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,68580552,4736,616853368,66909230,0,2467517188,2424704,0,12778728.0,13601792.0,83391.0,215843163.0,0.0,216006656.0,11433,843052,0,17236,843016,0,14529,843136,0,17588,843137,0,16601,843146,0,16117,843106,0,17685,843104,0,18700,843151,0,12290,843061,0,16780,843162,0,14255,843120,0,19216,843205,0,11445,842987,0,12572,843030,0,14180,843189,0,17460,843268,0,274321824.0,4580074,0,0,400233935,17145114,17145114,3985543170731302,3985600597184383,3985600598575156,3985543197924506
26,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,28,41874,41874,303104,256,64000,0,128,352,112,64,0x0,0x7e4374417980,69147725,4736,633278750,68617000,0,2533218280,2424704,0,17496856.0,13601792.0,81588.0,215846700.0,0.0,216006656.0,28157,835962,0,30780,835929,0,48232,836146,0,52182,836133,0,50808,836029,0,51672,836011,0,50269,836245,0,54393,836152,0,49764,836025,0,56648,836010,0,33437,836208,0,38956,836158,0,33206,835924,0,32465,835863,0,52282,836249,0,52977,836164,0,276577696.0,4286971,0,0,414242509,17286106,17286106,3985543198919766,3985600598683315,3985600600065555,3985543201064686
