Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_STAT_STALL,CPC_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
33,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,56,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12722956,1018192180,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,853132,0,131072,131072,853083,0,131072,131072,853582,0,131072,131072,853434,0,131072,131072,853287,0,131072,131072,853223,0,131072,131072,853399,0,131072,131072,853346,0,131072,131072,853414,0,131072,131072,853396,0,131072,131072,853554,0,131072,131072,853468,0,131072,131072,853171,0,131072,131072,853239,0,131072,131072,853553,0,131072,131072,853516,0,131072,131072,938831,10926,0,16736592,12482063,32898,16782766,16782766,3985519562460813,3985600608538700,3985600609887330,3985519565152070
34,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,60,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12718319,1017508860,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,844969,0,131072,131072,844835,0,131072,131072,844686,0,131072,131072,844343,0,131072,131072,844913,0,131072,131072,844762,0,131072,131072,844808,0,131072,131072,844620,0,131072,131072,845001,0,131072,131072,844733,0,131072,131072,844882,0,131072,131072,844589,0,131072,131072,845174,0,131072,131072,844985,0,131072,131072,844853,0,131072,131072,844495,0,131072,131072,965986,11414,0,16895004,12482354,21565,16919240,16919240,3985519566129584,3985600609926428,3985600611301137,3985519568707574
35,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,64,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12672797,1013890560,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,850398,0,131072,131072,850523,0,131072,131072,850767,0,131072,131072,850748,0,131072,131072,850389,0,131072,131072,850464,0,131072,131072,850734,0,131072,131072,850835,0,131072,131072,850580,0,131072,131072,850659,0,131072,131072,850798,0,131072,131072,850851,0,131072,131072,850604,0,131072,131072,850694,0,131072,131072,850859,0,131072,131072,850904,0,131072,131072,938259,11178,0,17161888,12899973,66595,17204510,17204510,3985519569655114,3985600611340836,3985600612695835,3985519572130752
36,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,68,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12728492,1018578648,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,845205,0,131072,131072,845195,0,131072,131072,845141,0,131072,131072,845119,0,131072,131072,845255,0,131072,131072,845279,0,131072,131072,845179,0,131072,131072,845158,0,131072,131072,845225,0,131072,131072,845161,0,131072,131072,845273,0,131072,131072,845201,0,131072,131072,845311,0,131072,131072,845360,0,131072,131072,845165,0,131072,131072,845155,0,131072,131072,944754,10350,0,16753470,12477816,21195,16795042,16795042,3985519572970733,3985600612735093,3985600614089252,3985519575512789
37,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,72,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12727536,1018220100,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,849729,0,131072,131072,849490,0,131072,131072,849482,0,131072,131072,849285,0,131072,131072,849774,0,131072,131072,849519,0,131072,131072,849533,0,131072,131072,849367,0,131072,131072,849783,0,131072,131072,849531,0,131072,131072,849594,0,131072,131072,849415,0,131072,131072,849881,0,131072,131072,849675,0,131072,131072,849594,0,131072,131072,849570,0,131072,131072,938892,10810,0,16735109,12475624,23746,16778940,16778940,3985519576583271,3985600614129551,3985600615488357,3985519579132729
38,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,76,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12702513,1015805840,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,848472,0,131072,131072,848498,0,131072,131072,848687,0,131072,131072,848694,0,131072,131072,848509,0,131072,131072,848490,0,131072,131072,848686,0,131072,131072,848783,0,131072,131072,848469,0,131072,131072,848500,0,131072,131072,848636,0,131072,131072,848640,0,131072,131072,848621,0,131072,131072,848701,0,131072,131072,848804,0,131072,131072,848874,0,131072,131072,941960,10223,0,17145681,12881275,23377,17186914,17186914,3985519579942746,3985600615527775,3985600616876525,3985519582478483
39,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,80,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12731304,1018092340,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,862136,0,131072,131072,862091,0,131072,131072,862020,0,131072,131072,862022,0,131072,131072,862232,0,131072,131072,862208,0,131072,131072,862313,0,131072,131072,862379,0,131072,131072,862313,0,131072,131072,862289,0,131072,131072,862373,0,131072,131072,862461,0,131072,131072,862122,0,131072,131072,862204,0,131072,131072,862024,0,131072,131072,862178,0,131072,131072,937974,10820,0,16736138,12480672,31480,16780265,16780265,3985519583542155,3985600616915903,3985600618280878,3985519586108257
40,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,84,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12718934,1017284252,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,887049,0,131072,131072,887039,0,131072,131072,887305,0,131072,131072,887279,0,131072,131072,886915,0,131072,131072,886938,0,131072,131072,887399,0,131072,131072,887464,0,131072,131072,886827,0,131072,131072,886835,0,131072,131072,887361,0,131072,131072,887465,0,131072,131072,887171,0,131072,131072,887169,0,131072,131072,887218,0,131072,131072,887299,0,131072,131072,946452,10285,0,17238122,12961387,22357,17281228,17281228,3985519586983220,3985600618320657,3985600619669207,3985519589546878
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,88,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12749785,1019688012,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,840228,0,131072,131072,840366,0,131072,131072,840007,0,131072,131072,840059,0,131072,131072,840240,0,131072,131072,840376,0,131072,131072,840046,0,131072,131072,840174,0,131072,131072,840302,0,131072,131072,840420,0,131072,131072,840100,0,131072,131072,840206,0,131072,131072,840317,0,131072,131072,840451,0,131072,131072,840002,0,131072,131072,840135,0,131072,131072,936927,10866,0,16741251,12489994,20530,16784504,16784504,3985519590574947,3985600619707784,3985600621057255,3985519593130934
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,92,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12695653,1015602656,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,850153,0,131072,131072,850268,0,131072,131072,850242,0,131072,131072,850255,0,131072,131072,850057,0,131072,131072,850058,0,131072,131072,849898,0,131072,131072,849952,0,131072,131072,850119,0,131072,131072,850119,0,131072,131072,849930,0,131072,131072,849870,0,131072,131072,850277,0,131072,131072,850254,0,131072,131072,850264,0,131072,131072,850258,0,131072,131072,943872,10230,0,16718200,12448563,23901,16759654,16759654,3985519593984065,3985600621096353,3985600622456120,3985519596483689
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,96,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12716676,1017514520,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,872518,0,131072,131072,872260,0,131072,131072,872269,0,131072,131072,872023,0,131072,131072,872314,0,131072,131072,872090,0,131072,131072,871888,0,131072,131072,871759,0,131072,131072,872290,0,131072,131072,872125,0,131072,131072,871922,0,131072,131072,871840,0,131072,131072,872509,0,131072,131072,872411,0,131072,131072,872219,0,131072,131072,872135,0,131072,131072,937057,10829,0,16730125,12477734,22023,16772157,16772157,3985519597589503,3985600622495338,3985600623831109,3985519600153842
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,100,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12755297,1020766944,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,832463,0,131072,131072,832519,0,131072,131072,832363,0,131072,131072,832405,0,131072,131072,832553,0,131072,131072,832576,0,131072,131072,832409,0,131072,131072,832403,0,131072,131072,832516,0,131072,131072,832545,0,131072,131072,832456,0,131072,131072,832446,0,131072,131072,832522,0,131072,131072,832623,0,131072,131072,832381,0,131072,131072,832469,0,131072,131072,945545,10276,0,17212910,12940764,23220,17254810,17254810,3985519601054853,3985600623870527,3985600625234781,3985519603582709
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,104,40886,40886,303104,256,64000,0,128,352,112,64,0x0,0x7de5cf217980,4736,62952832,12710417,1016784028,0,0,47616,0,0.0,217628672.0,0.0,265216.0,870514688.0,870514688.0,853540864.0,16973824.0,852718,0,131072,131072,852436,0,131072,131072,852038,0,131072,131072,852097,0,131072,131072,852695,0,131072,131072,852491,0,131072,131072,852006,0,131072,131072,852026,0,131072,131072,852698,0,131072,131072,852468,0,131072,131072,852009,0,131072,131072,852025,0,131072,131072,852629,0,131072,131072,852483,0,131072,131072,852033,0,131072,131072,852158,0,131072,131072,935857,10781,0,16690240,12445945,21250,16737110,16737110,3985519604607593,3985600625275481,3985600626629559,3985519607174626
46,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,107,40886,40886,8388608,256,0,0,12,4,16,64,0x0,0x7de61592ed00,131072,655360,151578,12093512,0,0,0,0,0.0,0.0,0.0,393216.0,25165824.0,25165824.0,0.0,25165824.0,0,0,131072,131072,0,0,131072,131072,0,0,131072,131072,0,0,131072,131072,53,0,131072,131072,54,0,131072,131072,20,0,131072,131072,16,0,131072,131072,0,0,131072,131072,0,0,131072,131072,0,0,131072,131072,0,0,131072,131072,57,0,131072,131072,54,0,131072,131072,23,0,131072,131072,16,0,131072,131072,44762,957,0,763835,444189,432800,783975,783975,3985519611581599,3985600629947325,3985600629991270,3985519612152853
47,micro_tk(micro_globals) [clone .kd],2,0,108,40886,40886,1048576,512,49152,0,80,128,32,64,0x0,0x7e1e1c908840,16384,92741632,18614124,1489139860,0,0,16384,0,0.0,201326592.0,0.0,1048576.0,822083584.0,822083584.0,805306368.0,16777216.0,2041572,0,171996,129970,2041487,0,172380,130053,2041714,0,172041,129974,2041677,0,172238,129998,2042406,0,171977,129928,2042367,0,172157,129872,2042280,0,171924,129947,2042252,0,172286,129911,2043485,0,171962,129921,2043514,0,171641,130029,2043525,0,171997,130006,2043592,0,171615,130069,2042392,0,171916,129816,2042519,0,171411,129883,2042452,0,171859,129870,2042558,0,171430,129990,1137436,4682,0,22312757,18336080,34853,22808722,22808722,3985519612454148,3985600630293997,3985600631913667,3985519614916196
48,micro_tk(micro_globals) [clone .kd],2,0,110,40886,40886,1048576,512,49152,0,80,128,32,64,0x0,0x7e1e1c908840,16384,92741632,18624609,1489209940,0,0,16384,0,0.0,201326592.0,0.0,1048576.0,822083584.0,822083584.0,805306368.0,16777216.0,2115079,0,175073,129341,2115037,0,174628,129453,2115083,0,174953,129336,2114995,0,174788,129411,2116806,0,175410,129257,2116658,0,174965,129365,2116660,0,175451,129246,2116589,0,174941,129370,2116508,0,175034,129023,2116467,0,175125,128972,2116606,0,174944,128991,2116577,0,175335,128941,2115558,0,174865,129277,2115578,0,175109,129195,2115663,0,174926,129282,2115670,0,175192,129227,655465,9157,0,21434882,18347607,31356,21454000,21454000,3985519615786132,3985600631947319,3985600633798972,3985519618586730
49,micro_tk(micro_globals) [clone .kd],2,0,112,40886,40886,1048576,512,49152,0,80,128,32,64,0x0,0x7e1e1c908840,16384,92741632,18659625,1493206284,0,0,16384,0,0.0,201326592.0,0.0,1048576.0,822083584.0,822083584.0,805306368.0,16777216.0,2108868,0,174397,130258,2108736,0,174916,130261,2108875,0,174527,130231,2108867,0,174880,130251,2109314,0,174538,130245,2109229,0,174824,130195,2109480,0,174598,130243,2109410,0,174891,130258,2109379,0,174865,130406,2109431,0,175110,130398,2109402,0,174975,130386,2109487,0,175240,130373,2109270,0,174912,130459,2109284,0,175029,130438,2109236,0,175084,130415,2109276,0,175099,130333,646644,9812,0,21703097,18366861,32036,21718746,21718746,3985519619532227,3985600633829616,3985600635812823,3985519622249202
50,micro_tk(micro_globals) [clone .kd],2,0,114,40886,40886,1048576,512,49152,0,80,128,32,64,0x0,0x7e1e1c908840,16384,92741632,18620979,1489600276,0,0,16384,0,0.0,201326592.0,0.0,1048576.0,822083584.0,822083584.0,805306368.0,16777216.0,2132026,0,173977,130399,2132028,0,173374,130433,2131944,0,174043,130357,2131941,0,173387,130413,2131043,0,174181,130360,2131126,0,173388,130338,2130965,0,174448,130367,2131011,0,173610,130369,2132097,0,173573,130405,2132222,0,173867,130463,2132153,0,173556,130422,2132179,0,173929,130468,2131331,0,173548,130412,2131402,0,173779,130468,2131349,0,173700,130399,2131394,0,173904,130495,688140,9325,0,21649444,18356563,65993,21668542,21668542,3985519623067632,3985600635840784,3985600637666999,3985519625822092
51,micro_tk(micro_globals) [clone .kd],2,0,116,40886,40886,1048576,512,49152,0,80,128,32,64,0x0,0x7e1e1c908840,16384,92741632,18672755,1493629928,0,0,16384,0,0.0,201326592.0,0.0,1048576.0,822083584.0,822083584.0,805306368.0,16777216.0,2144273,0,176885,129686,2144293,0,176623,129684,2144156,0,176880,129635,2144207,0,176704,129646,2143582,0,177314,129748,2143619,0,177066,129779,2143651,0,177243,129753,2143683,0,176796,129813,2144144,0,176480,129920,2144051,0,176534,129996,2144048,0,176548,129932,2144063,0,176612,129948,2143907,0,176296,129700,2144002,0,176398,129916,2143818,0,176269,129810,2143858,0,176236,129939,642691,9920,0,21712069,18640674,45506,21728706,21728706,3985519626743243,3985600637695201,3985600639507035,3985519629495139
