Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_CVT,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,TA_TA_BUSY_sum,TA_BUFFER_WAVEFRONTS_sum,TD_TD_BUSY_sum,TD_TC_STALL_sum,TCP_GATE_EN1_sum,TCP_GATE_EN2_sum,TCP_TD_TCP_STALL_CYCLES_sum,TCP_TCR_TCP_STALL_CYCLES_sum,TCC_CYCLE[0],TCC_RW_REQ[0],TCC_HIT[0],TCC_MISS[0],TCC_CYCLE[1],TCC_RW_REQ[1],TCC_HIT[1],TCC_MISS[1],TCC_CYCLE[2],TCC_RW_REQ[2],TCC_HIT[2],TCC_MISS[2],TCC_CYCLE[3],TCC_RW_REQ[3],TCC_HIT[3],TCC_MISS[3],TCC_CYCLE[4],TCC_RW_REQ[4],TCC_HIT[4],TCC_MISS[4],TCC_CYCLE[5],TCC_RW_REQ[5],TCC_HIT[5],TCC_MISS[5],TCC_CYCLE[6],TCC_RW_REQ[6],TCC_HIT[6],TCC_MISS[6],TCC_CYCLE[7],TCC_RW_REQ[7],TCC_HIT[7],TCC_MISS[7],TCC_CYCLE[8],TCC_RW_REQ[8],TCC_HIT[8],TCC_MISS[8],TCC_CYCLE[9],TCC_RW_REQ[9],TCC_HIT[9],TCC_MISS[9],TCC_CYCLE[10],TCC_RW_REQ[10],TCC_HIT[10],TCC_MISS[10],TCC_CYCLE[11],TCC_RW_REQ[11],TCC_HIT[11],TCC_MISS[11],TCC_CYCLE[12],TCC_RW_REQ[12],TCC_HIT[12],TCC_MISS[12],TCC_CYCLE[13],TCC_RW_REQ[13],TCC_HIT[13],TCC_MISS[13],TCC_CYCLE[14],TCC_RW_REQ[14],TCC_HIT[14],TCC_MISS[14],TCC_CYCLE[15],TCC_RW_REQ[15],TCC_HIT[15],TCC_MISS[15],CPC_CPC_STAT_BUSY,CPC_CPC_STAT_IDLE,CPF_CPF_STAT_BUSY,CPF_CPF_STAT_STALL,SPI_CSN_WINDOW_VALID,SPI_CSN_BUSY,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
29,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,40,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,91942058,7353547172,56832,265216,13336576,14252800,0,351170837.0,13601792.0,467480984.0,248250034.0,651719076.0,476334976.0,1182774.0,3863735.0,17267260,4658272,3730853,927450,17267260,4658256,3730975,927291,17267260,4658112,3730578,927542,17267260,4658096,3730613,927507,17267260,4658400,3731061,927363,17267260,4658240,3731012,927246,17267260,4658304,3730970,927352,17267260,4658288,3730989,927315,17267260,4658272,3730778,927521,17267260,4658256,3730905,927358,17267260,4658112,3730722,927399,17267260,4658096,3730724,927398,17267260,4658400,3730942,927481,17267260,4658240,3730951,927309,17267260,4658304,3730671,927649,17267260,4658288,3730762,927542,17267260,0,17267260,77,69069040,68545486,17139278,3985537261625911,3985600602893168,3985600604288107,3985537264052867
30,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,44,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,82639918,6609502692,56832,265216,13336576,14252800,0,332457915.0,13601792.0,447884798.0,228653026.0,634045608.0,456759382.0,1188223.0,4059763.0,16870451,4658272,3758369,899933,16870451,4658256,3758422,899844,16870451,4658112,3758197,899934,16870451,4658096,3758180,899962,16870451,4658400,3758588,899824,16870451,4658240,3758464,899776,16870451,4658304,3758461,899863,16870451,4658288,3758481,899825,16870451,4658272,3758381,899923,16870451,4658256,3758381,899883,16870451,4658112,3758212,899917,16870451,4658096,3758150,899988,16870451,4658400,3758398,900016,16870451,4658240,3758297,899944,16870451,4658304,3758286,900038,16870451,4658288,3758315,899991,16870451,0,16870451,0,67481804,66685124,16674166,3985537265060857,3985600604330289,3985600605690497,3985537267552249
31,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,48,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,92824713,7424044008,56832,265216,13336576,14252800,0,351427401.0,13601792.0,469304143.0,250105164.0,651121039.0,478126655.0,1152658.0,3729306.0,17252380,4658272,3758581,899721,17252380,4658256,3758761,899505,17252380,4658112,3758520,899600,17252380,4658096,3758592,899530,17252380,4658240,3758541,899719,17252380,4658400,3758868,899550,17252380,4658304,3758724,899598,17252380,4658288,3758804,899506,17252380,4658272,3758534,899770,17252380,4658256,3758694,899570,17252380,4658112,3758581,899539,17252380,4658096,3758639,899482,17252380,4658240,3758534,899728,17252380,4658400,3758897,899524,17252380,4658304,3758730,899590,17252380,4658288,3758916,899391,17252380,0,17252380,77,69009520,68482522,17123696,3985537268544775,3985600605732999,3985600607091044,3985537270907687
32,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,52,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,83066061,6643396152,56832,265216,13336576,14252800,0,331997918.0,13601792.0,447097637.0,227885653.0,633724533.0,455965449.0,1146962.0,4456452.0,16915072,4658272,3755134,903170,16915072,4658256,3754996,903268,16915072,4658112,3754681,903449,16915072,4658096,3754649,903493,16915072,4658240,3755249,903004,16915072,4658400,3755280,903120,16915072,4658304,3755001,903325,16915072,4658288,3754908,903398,16915072,4658272,3755048,903255,16915072,4658256,3754961,903302,16915072,4658112,3754627,903505,16915072,4658096,3754597,903541,16915072,4658240,3754930,903325,16915072,4658400,3755049,903352,16915072,4658304,3754698,903626,16915072,4658288,3754714,903590,16915072,0,16915072,0,67660288,66651328,16665822,3985537271973472,3985600607131864,3985600608497760,3985537274548157
33,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,56,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,92563027,7403360440,56832,265216,13336576,14252800,0,350912753.0,13601792.0,467930748.0,248705489.0,650736768.0,476765522.0,1177791.0,4942655.0,17255081,4658272,3745185,913118,17255081,4658256,3745121,913144,17255081,4658112,3744993,913127,17255081,4658096,3744886,913235,17255081,4658240,3745189,913074,17255081,4658240,3745201,913057,17255081,4658464,3745550,912932,17255081,4658288,3745218,913088,17255081,4658272,3745282,913019,17255081,4658256,3745285,912980,17255081,4658112,3745069,913051,17255081,4658096,3744885,913236,17255081,4658240,3745146,913115,17255081,4658240,3745137,913123,17255081,4658464,3745462,913018,17255081,4658288,3745165,913139,17255081,0,17255081,77,69020324,68441413,17113435,3985537275505201,3985600608538700,3985600609887330,3985537277903445
34,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,60,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,85320782,6823865316,56832,265216,13336576,14252800,0,334052968.0,13601792.0,449719538.0,230515011.0,632557880.0,458520815.0,1144118.0,5987358.0,16776793,4658272,3736803,921499,16776793,4658256,3736969,921297,16776793,4658112,3736688,921441,16776793,4658096,3736790,921351,16776793,4658240,3736504,921749,16776793,4658240,3736656,921584,16776793,4658464,3736775,921710,16776793,4658288,3736924,921381,16776793,4658272,3736465,921838,16776793,4658256,3736672,921592,16776793,4658112,3736452,921678,16776793,4658096,3736743,921397,16776793,4658240,3736766,921486,16776793,4658240,3737051,921190,16776793,4658464,3736953,921532,16776793,4658288,3737060,921245,16776793,0,16776793,0,67107172,66528524,16635261,3985537278807571,3985600609926428,3985600611301137,3985537281240116
35,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,64,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,81826548,6544463796,56832,265216,13336576,14252800,0,333234455.0,13601792.0,448252434.0,229017563.0,633191866.0,457042065.0,1215978.0,3201861.0,16793448,4658272,3751200,907098,16793448,4658256,3751234,907031,16793448,4658112,3751099,907022,16793448,4658096,3751145,906975,16793448,4658240,3751240,907020,16793448,4658240,3751310,906951,16793448,4658304,3751369,906951,16793448,4658448,3751509,906957,16793448,4658272,3751356,906947,16793448,4658256,3751315,906946,16793448,4658112,3751252,906871,16793448,4658096,3751216,906903,16793448,4658240,3751209,907052,16793448,4658240,3751216,907046,16793448,4658304,3751338,906982,16793448,4658448,3751465,907001,16793448,0,16793448,77,67173792,66595256,16651714,3985537282359400,3985600611340836,3985600612695835,3985537284872734
36,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,68,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,92016090,7359489740,56832,265216,13336576,14252800,0,348620663.0,13601792.0,462018381.0,242817155.0,649593378.0,470873098.0,1122792.0,5411555.0,17218655,4658272,3756294,902008,17218655,4658256,3756395,901871,17218655,4658112,3755948,902182,17218655,4658096,3756048,902093,17218655,4658240,3756151,902101,17218655,4658240,3756355,901885,17218655,4658304,3756002,902323,17218655,4658448,3756324,902144,17218655,4658272,3756057,902245,17218655,4658256,3756223,902041,17218655,4658112,3755772,902357,17218655,4658096,3755900,902238,17218655,4658240,3756330,901922,17218655,4658240,3756532,901709,17218655,4658304,3756148,902176,17218655,4658448,3756396,902070,17218655,0,17218655,0,68874620,68321728,17083418,3985537285761787,3985600612735093,3985600614089252,3985537288216414
37,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,72,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,81386394,6509200724,56832,265216,13336576,14252800,0,332081111.0,13601792.0,446242907.0,226995817.0,633345720.0,455098921.0,1195553.0,3586378.0,16801872,4658272,3760598,897702,16801872,4658256,3760706,897559,16801872,4658112,3760644,897477,16801872,4658096,3760737,897387,16801872,4658400,3760709,897714,16801872,4658240,3760684,897576,16801872,4658304,3760671,897650,16801872,4658288,3760739,897566,16801872,4658272,3760609,897692,16801872,4658256,3760650,897612,16801872,4658112,3760527,897595,16801872,4658096,3760527,897593,16801872,4658400,3760770,897653,16801872,4658240,3760677,897586,16801872,4658304,3760770,897550,16801872,4658288,3760838,897467,16801872,0,16801872,77,67207488,66610553,16655836,3985537289315759,3985600614129551,3985600615488357,3985537291801502
38,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,76,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,92311590,7383368556,56832,265216,13336576,14252800,0,349085493.0,13601792.0,463482964.0,244266900.0,650755331.0,472361660.0,1139429.0,5054215.0,17251964,4658272,3747993,910311,17251964,4658256,3747989,910276,17251964,4658112,3747526,910607,17251964,4658096,3747282,910860,17251964,4658400,3747969,910443,17251964,4658240,3747817,910423,17251964,4658304,3747866,910460,17251964,4658288,3747724,910582,17251964,4658272,3747848,910452,17251964,4658256,3747837,910427,17251964,4658112,3747625,910507,17251964,4658096,3747502,910639,17251964,4658400,3748020,910393,17251964,4658240,3747838,910403,17251964,4658304,3747606,910718,17251964,4658288,3747461,910843,17251964,0,17251964,0,69007856,68443359,17113895,3985537292739148,3985600615527775,3985600616876525,3985537295188146
39,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,80,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,82751941,6618236872,56832,265216,13336576,14252800,0,332900861.0,13601792.0,446610101.0,227391344.0,634169573.0,455468992.0,1161277.0,4530848.0,16818508,4658272,3748663,909639,16818508,4658256,3748505,909762,16818508,4658112,3748416,909704,16818508,4658096,3748330,909792,16818508,4658240,3748598,909667,16818508,4658400,3748588,909830,16818508,4658304,3748441,909881,16818508,4658288,3748304,910001,16818508,4658272,3748611,909690,16818508,4658256,3748438,909825,16818508,4658112,3748226,909894,16818508,4658096,3748165,909957,16818508,4658240,3748506,909757,16818508,4658400,3748538,909881,16818508,4658304,3748415,909905,16818508,4658288,3748302,910004,16818508,0,16818508,77,67274032,66698170,16677421,3985537296048858,3985600616915903,3985600618280878,3985537298803088
40,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,84,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,91359323,7306831340,56832,265216,13336576,14252800,0,347880030.0,13601792.0,462122234.0,242914730.0,649445715.0,470960561.0,1106140.0,4908729.0,17212991,4658272,3765880,892424,17212991,4658256,3765874,892392,17212991,4658112,3766059,892073,17212991,4658096,3766005,892137,17212991,4658240,3765812,892440,17212991,4658400,3765971,892429,17212991,4658304,3766035,892290,17212991,4658288,3766041,892264,17212991,4658272,3765876,892425,17212991,4658256,3765887,892377,17212991,4658112,3765886,892243,17212991,4658096,3765749,892396,17212991,4658240,3765910,892343,17212991,4658400,3766119,892282,17212991,4658304,3766281,892043,17212991,4658288,3766224,892080,17212991,0,17212991,0,68851964,68305983,17079479,3985537299556672,3985600618320657,3985600619669207,3985537302045259
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,88,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,83529583,6680722208,56832,265216,13336576,14252800,0,333230061.0,13601792.0,447593411.0,228389394.0,632516734.0,456380394.0,1162059.0,4935401.0,16774191,4658272,3746259,912045,16774191,4658256,3746105,912162,16774191,4658112,3746005,912115,16774191,4658096,3745635,912486,16774191,4658240,3746334,911928,16774191,4658240,3746177,912082,16774191,4658464,3746714,911768,16774191,4658288,3746255,912051,16774191,4658272,3746319,911985,16774191,4658256,3746044,912219,16774191,4658112,3746344,911776,16774191,4658096,3745977,912146,16774191,4658240,3746126,912135,16774191,4658240,3745940,912321,16774191,4658464,3746203,912279,16774191,4658288,3745773,912533,16774191,0,16774191,77,67096764,66524198,16634434,3985537302806174,3985600619707784,3985600621057255,3985537305260811
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,92,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,82885128,6629089104,56832,265216,13336576,14252800,0,333590335.0,13601792.0,449157642.0,229923722.0,634091267.0,457996352.0,1199127.0,3669756.0,16821429,4658272,3760682,897617,16821429,4658256,3760812,897453,16821429,4658112,3760500,897629,16821429,4658096,3760485,897655,16821429,4658240,3760863,897389,16821429,4658240,3760908,897332,16821429,4658464,3760931,897556,16821429,4658288,3760760,897545,16821429,4658272,3760769,897531,16821429,4658256,3760832,897430,16821429,4658112,3760619,897511,16821429,4658096,3760624,897516,16821429,4658240,3760617,897636,16821429,4658240,3760746,897495,16821429,4658464,3760739,897746,16821429,4658288,3760631,897674,16821429,0,16821429,0,67285716,66689926,16675444,3985537306157256,3985600621096353,3985600622456120,3985537308671300
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,96,41627,41627,303104,256,64000,0,128,352,112,64,0x0,0x719db6817980,13601792,94375235,7548284904,56832,265216,13336576,14252800,0,352282592.0,13601792.0,469128200.0,249939079.0,651825897.0,477967818.0,1107554.0,4951162.0,17273656,4658272,3754369,903935,17273656,4658256,3753998,904267,17273656,4658112,3753522,904599,17273656,4658096,3753429,904690,17273656,4658240,3754475,903787,17273656,4658240,3754196,904063,17273656,4658304,3754019,904302,17273656,4658448,3754070,904395,17273656,4658272,3754434,903867,17273656,4658256,3754171,904092,17273656,4658112,3753789,904332,17273656,4658096,3753746,904375,17273656,4658240,3754274,903989,17273656,4658240,3753994,904265,17273656,4658304,3753571,904749,17273656,4658448,3753741,904723,17273656,0,17273656,77,69094624,68556726,17142161,3985537309502639,3985600622495338,3985600623831109,3985537311939170
