Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_CPC_UTCL2IU_BUSY,CPC_CPC_UTCL2IU_IDLE,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
35,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,64,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37056874,2967145986,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,355428712,39911057,0,0,366498079,41093399,0,0,367666586,41295747,0,0,369683441,41495242,0,0,371887427,40834580,0,0,368147248,41067262,0,0,390420181,42264199,0,0,376284145,41833569,0,0,353812162,39614439,0,0,366415200,40871908,0,0,367515246,41023204,0,0,369583908,41474407,0,0,372178793,40714365,0,0,368401763,40991095,0,0,390531001,42110815,0,0,376359674,41495021,0,10413,16802652,77,12457145,0,3985525473972011,3985600611340836,3985600612695835,3985525476508139
36,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,68,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37084400,2967309641,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,396208498,38584672,0,0,408378173,39819092,0,0,412229386,40082117,0,0,413902768,40232628,0,0,415559866,39677136,0,0,411815446,39908187,0,0,434701332,41049739,0,0,420473514,40620337,0,0,395527499,38560030,0,0,408228964,39747315,0,0,411564685,39907969,0,0,413239937,40349309,0,0,412180198,39426220,0,0,408401612,39675937,0,0,433106878,41048547,0,0,418892811,40541901,0,11031,17244813,0,12910881,0,3985525477485683,3985600612735093,3985600614089252,3985525479919740
37,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,72,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37071343,2967471816,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,428743303,35644675,0,0,440432331,36824937,0,0,441783268,36789686,0,0,443626739,37176096,0,0,457710355,36594802,0,0,453813128,36831201,0,0,476811707,37881151,0,0,461702541,37561392,0,0,429505580,35381802,0,0,443871681,36783322,0,0,444591636,36602311,0,0,446227958,37049544,0,0,446466285,36676536,0,0,442194697,36995985,0,0,465388029,38121164,0,0,450123632,37468100,0,10287,17215592,77,12894543,0,3985525480786361,3985600614129551,3985600615488357,3985525483150474
38,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,76,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37068865,2967131479,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,355171021,36664286,0,0,366436826,37870557,0,0,367738203,37873392,0,0,369487912,38142818,0,0,372369603,37592319,0,0,368339660,37724046,0,0,390567274,39004465,0,0,376333179,38638965,0,0,353728023,36859532,0,0,366520595,37987360,0,0,367893892,38028358,0,0,369621869,38412611,0,0,371820875,37854414,0,0,367873652,37915648,0,0,390044056,39200572,0,0,375840000,38563533,0,10392,16802685,0,12466493,0,3985525484083332,3985600615527775,3985600616876525,3985525486501826
39,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,80,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37071171,2967034355,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,359423665,37789555,0,0,371278922,38989791,0,0,372271548,39224130,0,0,374035500,39380461,0,0,376845566,38792047,0,0,372942867,38841618,0,0,395363643,40358535,0,0,381004876,39749709,0,0,357954893,37393082,0,0,371412844,38555684,0,0,372111750,38706471,0,0,373901959,39099392,0,0,376852145,38339895,0,0,372880582,38585367,0,0,395494486,39939082,0,0,381002129,39287572,0,10991,16799805,77,12466388,0,3985525487492320,3985600616915903,3985600618280878,3985525489910223
40,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,84,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37090876,2967521256,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,420710921,37068959,0,0,431285557,38138810,0,0,429733554,38323534,0,0,431621403,38673424,0,0,449040560,38181922,0,0,444855700,38321452,0,0,456256196,39649657,0,0,442544658,39170541,0,0,429747556,36880795,0,0,441944227,37990606,0,0,434180376,38167988,0,0,436486980,38568916,0,0,438999651,37793171,0,0,434841032,37952097,0,0,451987094,39367606,0,0,438908662,38855958,0,10456,17232405,0,12899672,0,3985525490676025,3985600618320657,3985600619669207,3985525493010134
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,88,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37094536,2967703367,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,359644244,36289371,0,0,370846054,37460487,0,0,372659253,37593291,0,0,374457060,37931767,0,0,376845655,37255283,0,0,372981787,37485829,0,0,395896747,38740399,0,0,381269051,38181913,0,0,358247949,36165194,0,0,371152821,37359283,0,0,372749424,37483840,0,0,374682747,37872627,0,0,376680750,37292151,0,0,372820195,37477722,0,0,395708533,38881176,0,0,381004871,38294971,0,10665,16739916,77,12417272,0,3985525493883114,3985600619707784,3985600621057255,3985525496236091
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,92,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37102475,2967270344,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,365666975,37222489,0,0,377428364,38367352,0,0,379066449,38574715,0,0,380822617,38803419,0,0,383460719,38240313,0,0,379505441,38327099,0,0,402764654,39729314,0,0,387580709,39274843,0,0,363959979,37179758,0,0,377375002,38288684,0,0,378787965,38341427,0,0,380758815,38815932,0,0,383754273,38232903,0,0,379702468,38368539,0,0,402842391,39747354,0,0,387622174,39102892,0,11112,16949281,0,12468615,0,3985525497226755,3985600621096353,3985600622456120,3985525499673100
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,96,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37058959,2967343863,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,399101057,36822531,0,0,410108775,38177861,0,0,409165067,38392802,0,0,410767166,38685662,0,0,425105641,38073775,0,0,421575453,38153007,0,0,442054588,39360198,0,0,428688397,38944730,0,0,406397333,36820358,0,0,418479849,38140491,0,0,417876128,38096060,0,0,420280798,38478022,0,0,418081717,37655179,0,0,414307824,37847045,0,0,432254170,39328594,0,0,418468601,38410798,0,11239,17238510,77,12903787,0,3985525500573791,3985600622495338,3985600623831109,3985525502997853
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,100,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37081829,2967085677,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,378563521,75993507,0,0,388064227,77254645,0,0,388530922,78496852,0,0,389059576,77197728,0,0,390628333,75112219,0,0,385653368,75379880,0,0,406188927,76165569,0,0,391181797,74740434,0,0,373363856,75232232,0,0,384722026,75640845,0,0,383697997,75107634,0,0,384689814,74607512,0,0,394293169,78312323,0,0,389460337,78690714,0,0,411556976,80236112,0,0,395747105,78800113,0,10215,17244619,616,12883313,0,3985525503773109,3985600623870527,3985600625234781,3985525506162830
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,104,41133,41133,303104,256,64000,0,128,352,112,64,0x0,0x7635fe417980,56983552,37080564,2967033968,18944,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304.0,216006656.0,0,358030802,37293382,0,0,369591446,38403337,0,0,371188097,38760518,0,0,372951730,38928321,0,0,375401309,38308106,0,0,371511761,38394873,0,0,393631120,39636357,0,0,379802229,39180284,0,0,356525464,37415805,0,0,369726918,38621966,0,0,371036595,38610256,0,0,372873728,39102186,0,0,375241945,38420233,0,0,371327885,38556868,0,0,393506097,39840200,0,0,379808661,39187097,0,10789,16797487,77,12453950,0,3985525507133704,3985600625275481,3985600626629559,3985525509575382
46,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,107,41133,41133,8388608,256,0,0,12,4,16,64,0x0,0x76364492ed00,0,0,0,0,0,0,0,0,0.0,0.0,262144.0,0.0,0.0,304.0,10485760.0,0,883,33046186,0,0,0,34105107,0,0,0,34325660,0,0,0,34689685,0,0,18423,34444122,0,0,16801,34355777,0,0,9034,36169486,0,0,4308,35192255,0,0,880,33016147,0,0,0,34142586,0,0,0,34375598,0,0,0,34606306,0,0,15021,34320628,0,0,15857,34273401,0,0,9140,36061562,0,0,4371,35084492,0,935,779829,78,130745,0,3985525514235008,3985600629947325,3985600629991270,3985525514767575
47,micro_tk(micro_globals) [clone .kd],2,0,108,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82102992,6568984320,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,912.0,205520896.0,0,1031935576,41650986,0,0,1066790831,43193512,0,0,1068694597,43044534,0,0,1075813443,43790692,0,0,1079360910,43416746,0,0,1069820494,43168420,0,0,1128506583,45322628,0,0,1089939413,44050741,0,0,1026970080,41381463,0,0,1066457141,42839834,0,0,1068261142,42841837,0,0,1075355917,43398799,0,0,1079743123,42850743,0,0,1069885776,42685726,0,0,1128929603,44927575,0,0,1090103866,43639296,0,4233,22858323,8242,19066011,0,3985525515079546,3985600630293997,3985600631913667,3985525517533352
48,micro_tk(micro_globals) [clone .kd],2,0,110,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82197355,6576358280,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,1089780380,40521580,0,0,1124092592,42155985,0,0,1125678297,41838168,0,0,1132072236,42700101,0,0,1136064898,42415259,0,0,1124994896,42232198,0,0,1186453623,44593355,0,0,1146498737,43225808,0,0,1083506249,40815705,0,0,1122665659,42302219,0,0,1123882115,42160605,0,0,1130564351,42672908,0,0,1139149717,42517098,0,0,1128167025,42145530,0,0,1189978373,44450637,0,0,1149893198,43003286,0,8952,21632354,77,18375861,0,3985525518498909,3985600631947319,3985600633798972,3985525521091710
49,micro_tk(micro_globals) [clone .kd],2,0,112,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82173736,6574719918,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,974938762,43761061,0,0,1008840195,45436791,0,0,1009338622,45216889,0,0,1016494748,46313964,0,0,1021734070,45870102,0,0,1011170528,45812297,0,0,1071153928,48152490,0,0,1032113395,47098008,0,0,970025555,43397979,0,0,1008934315,45118744,0,0,1009350602,44937186,0,0,1016415685,45630203,0,0,1021836254,45226681,0,0,1011293642,45198304,0,0,1071004105,47508001,0,0,1032099372,46400384,0,9159,21096579,77,17741361,0,3985525521859865,3985600633829616,3985600635812823,3985525524503272
50,micro_tk(micro_globals) [clone .kd],2,0,114,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82124060,6570740022,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,1031341232,45660618,0,0,1065790990,47542879,0,0,1067237974,47294307,0,0,1073742533,48336152,0,0,1079297314,47589151,0,0,1069321261,47737910,0,0,1129693891,50083396,0,0,1090511114,48823184,0,0,1026552300,45967068,0,0,1066105531,47847815,0,0,1067319943,47573040,0,0,1074062488,48395273,0,0,1078264485,47790918,0,0,1068409050,47863277,0,0,1128640515,50174003,0,0,1089420276,48983677,0,10115,21980532,77,18567825,0,3985525525478092,3985600635840784,3985600637666999,3985525528097983
51,micro_tk(micro_globals) [clone .kd],2,0,116,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82193439,6576337608,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,1048241832,42429410,0,0,1081235379,43987329,0,0,1084604395,43867494,0,0,1090610912,44645302,0,0,1092200658,44592882,0,0,1081575547,44246049,0,0,1141335344,46835261,0,0,1102946519,45395887,0,0,1037167766,42214342,0,0,1074452092,43845553,0,0,1077846313,43650192,0,0,1084113839,44294211,0,0,1090005172,43952024,0,0,1079702656,43647696,0,0,1139273683,46160836,0,0,1101161113,44814906,0,9018,21362194,77,18017395,0,3985525528828613,3985600637695201,3985600639507035,3985525531478309
52,micro_tk(micro_globals) [clone .kd],2,0,118,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82132694,6571441876,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,1028906549,46124127,0,0,1064000246,47902626,0,0,1065080991,47671151,0,0,1071933578,48536371,0,0,1078422358,47936370,0,0,1068131640,47991977,0,0,1127963708,50281465,0,0,1088984953,49172821,0,0,1023071725,46601362,0,0,1063080479,47931442,0,0,1064802951,48123857,0,0,1071433203,48453822,0,0,1076752360,48229934,0,0,1066424058,48056365,0,0,1126736387,50579547,0,0,1087429394,49148552,0,10107,21813546,77,18404337,0,3985525532437236,3985600639532472,3985600641332609,3985525535063436
53,micro_tk(micro_globals) [clone .kd],2,0,120,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82194980,6576178222,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,1048719191,40578817,0,0,1081369543,42271174,0,0,1083026420,42031288,0,0,1089937175,43018330,0,0,1096455602,42664372,0,0,1086337083,42616205,0,0,1144932733,44771111,0,0,1106677153,43701837,0,0,1044981960,40669235,0,0,1082237292,42180089,0,0,1083947775,42077378,0,0,1090336483,42699352,0,0,1093990728,42523615,0,0,1083817044,42290713,0,0,1142056489,44632488,0,0,1103594860,43289519,0,9056,21313849,77,18186738,0,3985525535753786,3985600641360130,3985600643160106,3985525538404123
54,micro_tk(micro_globals) [clone .kd],2,0,122,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82134728,6571474608,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,971708510,46113211,0,0,1003771648,47819999,0,0,1006810092,47791212,0,0,1012888898,48581902,0,0,1015899364,48030699,0,0,1006680800,47929143,0,0,1064005046,50313258,0,0,1026798308,48963345,0,0,964263525,46232910,0,0,1001922324,47947293,0,0,1004808515,47848165,0,0,1011089750,48543126,0,0,1014460780,48197660,0,0,1005432460,48079643,0,0,1062458590,50540022,0,0,1025058698,49204852,0,10432,21976468,77,18473736,0,3985525539308189,3985600643187266,3985600644989526,3985525541997433
55,micro_tk(micro_globals) [clone .kd],2,0,124,41133,41133,1048576,512,49152,0,80,128,32,64,0x0,0x7636449e0840,92274688,82189851,6575920184,16384,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,205520896.0,0,1047701738,47058386,0,0,1081960298,48942055,0,0,1082876095,48728335,0,0,1090582831,49732815,0,0,1087361543,47863504,0,0,1077992882,47529425,0,0,1136538751,50108299,0,0,1098501177,48567628,0,0,1039094552,45353576,0,0,1078187454,47056195,0,0,1079377155,46609862,0,0,1085997563,47710708,0,0,1090672270,48391231,0,0,1081676698,48509883,0,0,1140757145,50586013,0,0,1103026364,49521055,0,9273,21404265,77,18336762,0,3985525542846167,3985600645014883,3985600646807289,3985525545467300
